sample_id	index	frac_genome	type
SA604	0.19793270288102	4792	RNA
SA604	0.198152628106444	4793	RNA
SA604	0.198372553331867	4794	RNA
SA604	0.198592478557291	4796	RNA
SA604	0.198812403782714	4797	RNA
SA604	0.199032329008137	4799	RNA
SA604	0.199252254233561	4803	RNA
SA604	0.199472179458984	4809	RNA
SA604	0.199692104684407	4810	RNA
SA604	0.199912029909831	4813	RNA
SA604	0.200131955135254	4818	RNA
SA604	0.200351880360677	4819	RNA
SA604	0.200571805586101	4820	RNA
SA604	0.200791730811524	4821	RNA
SA604	0.201011656036947	4823	RNA
SA604	0.201231581262371	4825	RNA
SA604	0.201451506487794	4828	RNA
SA604	0.201671431713217	4828	RNA
SA604	0.201891356938641	4828	RNA
SA604	0.202111282164064	4829	RNA
SA604	0.202331207389488	4829	RNA
SA604	0.202551132614911	4832	RNA
SA604	0.202771057840334	4837	RNA
SA604	0.202990983065758	4845	RNA
SA604	0.203210908291181	4846	RNA
SA604	0.203430833516604	4846	RNA
SA604	0.203650758742028	4846	RNA
SA604	0.203870683967451	4848	RNA
SA604	0.204090609192874	4850	RNA
SA604	0.204310534418298	4850	RNA
SA604	0.204530459643721	4851	RNA
SA604	0.204750384869144	4852	RNA
SA604	0.204970310094568	4853	RNA
SA604	0.205190235319991	4854	RNA
SA604	0.205410160545415	4854	RNA
SA604	0.205630085770838	4855	RNA
SA604	0.205850010996261	4855	RNA
SA604	0.206069936221685	4855	RNA
SA604	0.206289861447108	4855	RNA
SA604	0.206509786672531	4857	RNA
SA604	0.206729711897955	4860	RNA
SA604	0.206949637123378	4861	RNA
SA604	0.207169562348801	4862	RNA
SA604	0.207389487574225	4863	RNA
SA604	0.207609412799648	4863	RNA
SA604	0.207829338025071	4863	RNA
SA604	0.208049263250495	4864	RNA
SA604	0.208269188475918	4866	RNA
SA604	0.208489113701342	4868	RNA
SA604	0.208709038926765	4868	RNA
SA604	0.208928964152188	4869	RNA
SA604	0.209148889377612	4869	RNA
SA604	0.209368814603035	4869	RNA
SA604	0.209588739828458	4873	RNA
SA604	0.209808665053882	4877	RNA
SA604	0.210028590279305	4878	RNA
SA604	0.210248515504728	4881	RNA
SA604	0.210468440730152	4881	RNA
SA604	0.210688365955575	4882	RNA
SA604	0.210908291180998	4884	RNA
SA604	0.211128216406422	4884	RNA
SA604	0.211348141631845	4885	RNA
SA604	0.211568066857269	4886	RNA
SA604	0.211787992082692	4887	RNA
SA604	0.212007917308115	4887	RNA
SA604	0.212227842533539	4887	RNA
SA604	0.212447767758962	4888	RNA
SA604	0.212667692984385	4893	RNA
SA604	0.212887618209809	4894	RNA
SA604	0.213107543435232	4896	RNA
SA604	0.213327468660655	4897	RNA
SA604	0.213547393886079	4898	RNA
SA604	0.213767319111502	4901	RNA
SA604	0.213987244336925	4902	RNA
SA604	0.214207169562349	4902	RNA
SA604	0.214427094787772	4903	RNA
SA604	0.214647020013196	4906	RNA
SA604	0.214866945238619	4907	RNA
SA604	0.215086870464042	4909	RNA
SA604	0.215306795689466	4910	RNA
SA604	0.215526720914889	4910	RNA
SA604	0.215746646140312	4912	RNA
SA604	0.215966571365736	4913	RNA
SA604	0.216186496591159	4914	RNA
SA604	0.216406421816582	4917	RNA
SA604	0.216626347042006	4917	RNA
SA604	0.216846272267429	4918	RNA
SA604	0.217066197492852	4920	RNA
SA604	0.217286122718276	4921	RNA
SA604	0.217506047943699	4928	RNA
SA604	0.217725973169123	4928	RNA
SA604	0.217945898394546	4931	RNA
SA604	0.218165823619969	4934	RNA
SA604	0.218385748845393	4938	RNA
SA604	0.218605674070816	4939	RNA
SA604	0.218825599296239	4941	RNA
SA604	0.219045524521663	4942	RNA
SA604	0.219265449747086	4943	RNA
SA604	0.219485374972509	4949	RNA
SA604	0.219705300197933	4949	RNA
SA604	0.219925225423356	4952	RNA
SA604	0.220145150648779	4953	RNA
SA604	0.220365075874203	4955	RNA
SA604	0.220585001099626	4958	RNA
SA604	0.220804926325049	4970	RNA
SA604	0.221024851550473	4971	RNA
SA604	0.221244776775896	4971	RNA
SA604	0.22146470200132	4972	RNA
SA604	0.221684627226743	4972	RNA
SA604	0.221904552452166	4973	RNA
SA604	0.22212447767759	4973	RNA
SA604	0.222344402903013	4974	RNA
SA604	0.222564328128436	4974	RNA
SA604	0.22278425335386	4975	RNA
SA604	0.223004178579283	4975	RNA
SA604	0.223224103804706	4976	RNA
SA604	0.22344402903013	4979	RNA
SA604	0.223663954255553	4979	RNA
SA604	0.223883879480976	4980	RNA
SA604	0.2241038047064	4983	RNA
SA604	0.224323729931823	4985	RNA
SA604	0.224543655157247	4986	RNA
SA604	0.22476358038267	4987	RNA
SA604	0.224983505608093	4988	RNA
SA604	0.225203430833517	4988	RNA
SA604	0.22542335605894	4990	RNA
SA604	0.225643281284363	4990	RNA
SA604	0.225863206509787	4992	RNA
SA604	0.22608313173521	4994	RNA
SA604	0.226303056960633	4995	RNA
SA604	0.226522982186057	4996	RNA
SA604	0.22674290741148	4997	RNA
SA604	0.226962832636903	4999	RNA
SA604	0.227182757862327	5001	RNA
SA604	0.22740268308775	5002	RNA
SA604	0.227622608313174	5004	RNA
SA604	0.227842533538597	5005	RNA
SA604	0.22806245876402	5005	RNA
SA604	0.228282383989444	5006	RNA
SA604	0.228502309214867	5008	RNA
SA604	0.22872223444029	5009	RNA
SA604	0.228942159665714	5009	RNA
SA604	0.229162084891137	5010	RNA
SA604	0.22938201011656	5012	RNA
SA604	0.229601935341984	5013	RNA
SA604	0.229821860567407	5015	RNA
SA604	0.23004178579283	5016	RNA
SA604	0.230261711018254	5016	RNA
SA604	0.230481636243677	5016	RNA
SA604	0.230701561469101	5016	RNA
SA604	0.230921486694524	5017	RNA
SA604	0.231141411919947	5019	RNA
SA604	0.231361337145371	5020	RNA
SA604	0.231581262370794	5023	RNA
SA604	0.231801187596217	5024	RNA
SA604	0.232021112821641	5024	RNA
SA604	0.232241038047064	5025	RNA
SA604	0.232460963272487	5026	RNA
SA604	0.232680888497911	5029	RNA
SA604	0.232900813723334	5032	RNA
SA604	0.233120738948757	5032	RNA
SA604	0.233340664174181	5033	RNA
SA604	0.233560589399604	5034	RNA
SA604	0.233780514625027	5035	RNA
SA604	0.234000439850451	5037	RNA
SA604	0.234220365075874	5040	RNA
SA604	0.234440290301298	5050	RNA
SA604	0.234660215526721	5050	RNA
SA604	0.234880140752144	5050	RNA
SA604	0.235100065977568	5052	RNA
SA604	0.235319991202991	5052	RNA
SA604	0.235539916428414	5052	RNA
SA604	0.235759841653838	5057	RNA
SA604	0.235979766879261	5059	RNA
SA604	0.236199692104684	5060	RNA
SA604	0.236419617330108	5061	RNA
SA604	0.236639542555531	5061	RNA
SA604	0.236859467780954	5062	RNA
SA604	0.237079393006378	5064	RNA
SA604	0.237299318231801	5067	RNA
SA604	0.237519243457225	5067	RNA
SA604	0.237739168682648	5068	RNA
SA604	0.237959093908071	5069	RNA
SA604	0.238179019133495	5070	RNA
SA604	0.238398944358918	5072	RNA
SA604	0.238618869584341	5073	RNA
SA604	0.238838794809765	5075	RNA
SA604	0.239058720035188	5076	RNA
SA604	0.239278645260611	5078	RNA
SA604	0.239498570486035	5078	RNA
SA604	0.239718495711458	5080	RNA
SA604	0.239938420936881	5084	RNA
SA604	0.240158346162305	5084	RNA
SA604	0.240378271387728	5084	RNA
SA604	0.240598196613152	5084	RNA
SA604	0.240818121838575	5088	RNA
SA604	0.241038047063998	5091	RNA
SA604	0.241257972289422	5094	RNA
SA604	0.241477897514845	5096	RNA
SA604	0.241697822740268	5096	RNA
SA604	0.241917747965692	5097	RNA
SA604	0.242137673191115	5098	RNA
SA604	0.242357598416538	5100	RNA
SA604	0.242577523641962	5103	RNA
SA604	0.242797448867385	5104	RNA
SA604	0.243017374092808	5105	RNA
SA604	0.243237299318232	5106	RNA
SA604	0.243457224543655	5107	RNA
SA604	0.243677149769079	5107	RNA
SA604	0.243897074994502	5107	RNA
SA604	0.244117000219925	5107	RNA
SA604	0.244336925445349	5108	RNA
SA604	0.244556850670772	5108	RNA
SA604	0.244776775896195	5109	RNA
SA604	0.244996701121619	5114	RNA
SA604	0.245216626347042	5115	RNA
SA604	0.245436551572465	5116	RNA
SA604	0.245656476797889	5118	RNA
SA604	0.245876402023312	5118	RNA
SA604	0.246096327248735	5119	RNA
SA604	0.246316252474159	5119	RNA
SA604	0.246536177699582	5120	RNA
SA604	0.246756102925005	5121	RNA
SA604	0.246976028150429	5123	RNA
SA604	0.247195953375852	5125	RNA
SA604	0.247415878601276	5126	RNA
SA604	0.247635803826699	5126	RNA
SA604	0.247855729052122	5128	RNA
SA604	0.248075654277546	5128	RNA
SA604	0.248295579502969	5130	RNA
SA604	0.248515504728392	5130	RNA
SA604	0.248735429953816	5132	RNA
SA604	0.248955355179239	5133	RNA
SA604	0.249175280404662	5135	RNA
SA604	0.249395205630086	5135	RNA
SA604	0.249615130855509	5135	RNA
SA604	0.249835056080932	5136	RNA
SA604	0.250054981306356	5138	RNA
SA604	0.250274906531779	5138	RNA
SA604	0.250494831757203	5138	RNA
SA604	0.250714756982626	5138	RNA
SA604	0.250934682208049	5139	RNA
SA604	0.251154607433473	5139	RNA
SA604	0.251374532658896	5140	RNA
SA604	0.251594457884319	5140	RNA
SA604	0.251814383109743	5141	RNA
SA604	0.252034308335166	5141	RNA
SA604	0.252254233560589	5142	RNA
SA604	0.252474158786013	5142	RNA
SA604	0.252694084011436	5143	RNA
SA604	0.252914009236859	5144	RNA
SA604	0.253133934462283	5151	RNA
SA604	0.253353859687706	5156	RNA
SA604	0.25357378491313	5157	RNA
SA604	0.253793710138553	5159	RNA
SA604	0.254013635363976	5161	RNA
SA604	0.2542335605894	5162	RNA
SA604	0.254453485814823	5163	RNA
SA604	0.254673411040246	5163	RNA
SA604	0.25489333626567	5163	RNA
SA604	0.255113261491093	5164	RNA
SA604	0.255333186716516	5164	RNA
SA604	0.25555311194194	5164	RNA
SA604	0.255773037167363	5166	RNA
SA604	0.255992962392786	5167	RNA
SA604	0.25621288761821	5168	RNA
SA604	0.256432812843633	5168	RNA
SA604	0.256652738069057	5171	RNA
SA604	0.25687266329448	5174	RNA
SA604	0.257092588519903	5174	RNA
SA604	0.257312513745327	5176	RNA
SA604	0.25753243897075	5178	RNA
SA604	0.257752364196173	5180	RNA
SA604	0.257972289421597	5182	RNA
SA604	0.25819221464702	5182	RNA
SA604	0.258412139872443	5184	RNA
SA604	0.258632065097867	5184	RNA
SA604	0.25885199032329	5186	RNA
SA604	0.259071915548713	5187	RNA
SA604	0.259291840774137	5187	RNA
SA604	0.25951176599956	5188	RNA
SA604	0.259731691224984	5188	RNA
SA604	0.259951616450407	5189	RNA
SA604	0.26017154167583	5189	RNA
SA604	0.260391466901254	5190	RNA
SA604	0.260611392126677	5191	RNA
SA604	0.2608313173521	5194	RNA
SA604	0.261051242577524	5195	RNA
SA604	0.261271167802947	5195	RNA
SA604	0.26149109302837	5196	RNA
SA604	0.261711018253794	5196	RNA
SA604	0.261930943479217	5198	RNA
SA604	0.26215086870464	5201	RNA
SA604	0.262370793930064	5201	RNA
SA604	0.262590719155487	5201	RNA
SA604	0.262810644380911	5201	RNA
SA604	0.263030569606334	5203	RNA
SA604	0.263250494831757	5205	RNA
SA604	0.263470420057181	5206	RNA
SA604	0.263690345282604	5207	RNA
SA604	0.263910270508027	5209	RNA
SA604	0.264130195733451	5210	RNA
SA604	0.264350120958874	5214	RNA
SA604	0.264570046184297	5219	RNA
SA604	0.264789971409721	5220	RNA
SA604	0.265009896635144	5220	RNA
SA604	0.265229821860567	5220	RNA
SA604	0.265449747085991	5221	RNA
SA604	0.265669672311414	5222	RNA
SA604	0.265889597536837	5222	RNA
SA604	0.266109522762261	5223	RNA
SA604	0.266329447987684	5224	RNA
SA604	0.266549373213108	5225	RNA
SA604	0.266769298438531	5227	RNA
SA604	0.266989223663954	5229	RNA
SA604	0.267209148889378	5231	RNA
SA604	0.267429074114801	5231	RNA
SA604	0.267648999340224	5233	RNA
SA604	0.267868924565648	5233	RNA
SA604	0.268088849791071	5233	RNA
SA604	0.268308775016494	5234	RNA
SA604	0.268528700241918	5237	RNA
SA604	0.268748625467341	5238	RNA
SA604	0.268968550692764	5239	RNA
SA604	0.269188475918188	5239	RNA
SA604	0.269408401143611	5240	RNA
SA604	0.269628326369035	5244	RNA
SA604	0.269848251594458	5246	RNA
SA604	0.270068176819881	5248	RNA
SA604	0.270288102045305	5248	RNA
SA604	0.270508027270728	5249	RNA
SA604	0.270727952496151	5250	RNA
SA604	0.270947877721575	5251	RNA
SA604	0.271167802946998	5253	RNA
SA604	0.271387728172421	5255	RNA
SA604	0.271607653397845	5255	RNA
SA604	0.271827578623268	5256	RNA
SA604	0.272047503848691	5256	RNA
SA604	0.272267429074115	5257	RNA
SA604	0.272487354299538	5262	RNA
SA604	0.272707279524961	5262	RNA
SA604	0.272927204750385	5264	RNA
SA604	0.273147129975808	5269	RNA
SA604	0.273367055201232	5274	RNA
SA604	0.273586980426655	5276	RNA
SA604	0.273806905652078	5276	RNA
SA604	0.274026830877502	5277	RNA
SA604	0.274246756102925	5277	RNA
SA604	0.274466681328348	5277	RNA
SA604	0.274686606553772	5277	RNA
SA604	0.274906531779195	5278	RNA
SA604	0.275126457004618	5279	RNA
SA604	0.275346382230042	5281	RNA
SA604	0.275566307455465	5281	RNA
SA604	0.275786232680888	5282	RNA
SA604	0.276006157906312	5283	RNA
SA604	0.276226083131735	5285	RNA
SA604	0.276446008357159	5290	RNA
SA604	0.276665933582582	5293	RNA
SA604	0.276885858808005	5296	RNA
SA604	0.277105784033429	5298	RNA
SA604	0.277325709258852	5299	RNA
SA604	0.277545634484275	5299	RNA
SA604	0.277765559709699	5303	RNA
SA604	0.277985484935122	5303	RNA
SA604	0.278205410160545	5304	RNA
SA604	0.278425335385969	5305	RNA
SA604	0.278645260611392	5307	RNA
SA604	0.278865185836815	5313	RNA
SA604	0.279085111062239	5313	RNA
SA604	0.279305036287662	5313	RNA
SA604	0.279524961513086	5313	RNA
SA604	0.279744886738509	5314	RNA
SA604	0.279964811963932	5314	RNA
SA604	0.280184737189356	5315	RNA
SA604	0.280404662414779	5315	RNA
SA604	0.280624587640202	5316	RNA
SA604	0.280844512865626	5316	RNA
SA604	0.281064438091049	5316	RNA
SA604	0.281284363316472	5317	RNA
SA604	0.281504288541896	5319	RNA
SA604	0.281724213767319	5319	RNA
SA604	0.281944138992742	5320	RNA
SA604	0.282164064218166	5320	RNA
SA604	0.282383989443589	5321	RNA
SA604	0.282603914669013	5323	RNA
SA604	0.282823839894436	5324	RNA
SA604	0.283043765119859	5326	RNA
SA604	0.283263690345283	5327	RNA
SA604	0.283483615570706	5328	RNA
SA604	0.283703540796129	5328	RNA
SA604	0.283923466021553	5331	RNA
SA604	0.284143391246976	5333	RNA
SA604	0.284363316472399	5337	RNA
SA604	0.284583241697823	5338	RNA
SA604	0.284803166923246	5338	RNA
SA604	0.285023092148669	5339	RNA
SA604	0.285243017374093	5339	RNA
SA604	0.285462942599516	5342	RNA
SA604	0.28568286782494	5344	RNA
SA604	0.285902793050363	5348	RNA
SA604	0.286122718275786	5348	RNA
SA604	0.28634264350121	5349	RNA
SA604	0.286562568726633	5350	RNA
SA604	0.286782493952056	5352	RNA
SA604	0.28700241917748	5354	RNA
SA604	0.287222344402903	5357	RNA
SA604	0.287442269628326	5360	RNA
SA604	0.28766219485375	5361	RNA
SA604	0.287882120079173	5370	RNA
SA604	0.288102045304596	5370	RNA
SA604	0.28832197053002	5373	RNA
SA604	0.288541895755443	5375	RNA
SA604	0.288761820980867	5375	RNA
SA604	0.28898174620629	5376	RNA
SA604	0.289201671431713	5376	RNA
SA604	0.289421596657137	5376	RNA
SA604	0.28964152188256	5381	RNA
SA604	0.289861447107983	5381	RNA
SA604	0.290081372333407	5382	RNA
SA604	0.29030129755883	5387	RNA
SA604	0.290521222784253	5388	RNA
SA604	0.290741148009677	5388	RNA
SA604	0.2909610732351	5389	RNA
SA604	0.291180998460523	5390	RNA
SA604	0.291400923685947	5392	RNA
SA604	0.29162084891137	5395	RNA
SA604	0.291840774136793	5395	RNA
SA604	0.292060699362217	5398	RNA
SA604	0.29228062458764	5399	RNA
SA604	0.292500549813064	5399	RNA
SA604	0.292720475038487	5400	RNA
SA604	0.29294040026391	5402	RNA
SA604	0.293160325489334	5404	RNA
SA604	0.293380250714757	5405	RNA
SA604	0.29360017594018	5405	RNA
SA604	0.293820101165604	5405	RNA
SA604	0.294040026391027	5407	RNA
SA604	0.29425995161645	5407	RNA
SA604	0.294479876841874	5408	RNA
SA604	0.294699802067297	5408	RNA
SA604	0.29491972729272	5410	RNA
SA604	0.295139652518144	5415	RNA
SA604	0.295359577743567	5415	RNA
SA604	0.295579502968991	5416	RNA
SA604	0.295799428194414	5417	RNA
SA604	0.296019353419837	5418	RNA
SA604	0.296239278645261	5419	RNA
SA604	0.296459203870684	5420	RNA
SA604	0.296679129096107	5422	RNA
SA604	0.296899054321531	5423	RNA
SA604	0.297118979546954	5427	RNA
SA604	0.297338904772377	5428	RNA
SA604	0.297558829997801	5432	RNA
SA604	0.297778755223224	5432	RNA
SA604	0.297998680448647	5433	RNA
SA604	0.298218605674071	5434	RNA
SA604	0.298438530899494	5435	RNA
SA604	0.298658456124918	5436	RNA
SA604	0.298878381350341	5437	RNA
SA604	0.299098306575764	5438	RNA
SA604	0.299318231801188	5440	RNA
SA604	0.299538157026611	5440	RNA
SA604	0.299758082252034	5441	RNA
SA604	0.299978007477458	5441	RNA
SA604	0.300197932702881	5441	RNA
SA604	0.300417857928304	5441	RNA
SA604	0.300637783153728	5442	RNA
SA604	0.300857708379151	5443	RNA
SA604	0.301077633604574	5445	RNA
SA604	0.301297558829998	5449	RNA
SA604	0.301517484055421	5450	RNA
SA604	0.301737409280845	5451	RNA
SA604	0.301957334506268	5451	RNA
SA604	0.302177259731691	5455	RNA
SA604	0.302397184957115	5455	RNA
SA604	0.302617110182538	5456	RNA
SA604	0.302837035407961	5456	RNA
SA604	0.303056960633385	5456	RNA
SA604	0.303276885858808	5457	RNA
SA604	0.303496811084231	5459	RNA
SA604	0.303716736309655	5460	RNA
SA604	0.303936661535078	5463	RNA
SA604	0.304156586760501	5464	RNA
SA604	0.304376511985925	5464	RNA
SA604	0.304596437211348	5464	RNA
SA604	0.304816362436772	5464	RNA
SA604	0.305036287662195	5465	RNA
SA604	0.305256212887618	5466	RNA
SA604	0.305476138113042	5467	RNA
SA604	0.305696063338465	5468	RNA
SA604	0.305915988563888	5470	RNA
SA604	0.306135913789312	5470	RNA
SA604	0.306355839014735	5472	RNA
SA604	0.306575764240158	5473	RNA
SA604	0.306795689465582	5476	RNA
SA604	0.307015614691005	5478	RNA
SA604	0.307235539916428	5479	RNA
SA604	0.307455465141852	5480	RNA
SA604	0.307675390367275	5483	RNA
SA604	0.307895315592699	5484	RNA
SA604	0.308115240818122	5484	RNA
SA604	0.308335166043545	5486	RNA
SA604	0.308555091268969	5487	RNA
SA604	0.308775016494392	5487	RNA
SA604	0.308994941719815	5487	RNA
SA604	0.309214866945239	5488	RNA
SA604	0.309434792170662	5488	RNA
SA604	0.309654717396085	5489	RNA
SA604	0.309874642621509	5490	RNA
SA604	0.310094567846932	5490	RNA
SA604	0.310314493072355	5490	RNA
SA604	0.310534418297779	5491	RNA
SA604	0.310754343523202	5493	RNA
SA604	0.310974268748625	5494	RNA
SA604	0.311194193974049	5495	RNA
SA604	0.311414119199472	5495	RNA
SA604	0.311634044424896	5495	RNA
SA604	0.311853969650319	5495	RNA
SA604	0.312073894875742	5495	RNA
SA604	0.312293820101166	5496	RNA
SA604	0.312513745326589	5498	RNA
SA604	0.312733670552012	5499	RNA
SA604	0.312953595777436	5500	RNA
SA604	0.313173521002859	5500	RNA
SA604	0.313393446228282	5501	RNA
SA604	0.313613371453706	5503	RNA
SA604	0.313833296679129	5504	RNA
SA604	0.314053221904552	5506	RNA
SA604	0.314273147129976	5507	RNA
SA604	0.314493072355399	5507	RNA
SA604	0.314712997580822	5507	RNA
SA604	0.314932922806246	5508	RNA
SA604	0.315152848031669	5509	RNA
SA604	0.315372773257093	5509	RNA
SA604	0.315592698482516	5511	RNA
SA604	0.315812623707939	5513	RNA
SA604	0.316032548933363	5513	RNA
SA604	0.316252474158786	5514	RNA
SA604	0.316472399384209	5515	RNA
SA604	0.316692324609633	5517	RNA
SA604	0.316912249835056	5517	RNA
SA604	0.317132175060479	5518	RNA
SA604	0.317352100285903	5519	RNA
SA604	0.317572025511326	5520	RNA
SA604	0.317791950736749	5520	RNA
SA604	0.318011875962173	5521	RNA
SA604	0.318231801187596	5521	RNA
SA604	0.31845172641302	5521	RNA
SA604	0.318671651638443	5523	RNA
SA604	0.318891576863866	5523	RNA
SA604	0.31911150208929	5525	RNA
SA604	0.319331427314713	5527	RNA
SA604	0.319551352540136	5527	RNA
SA604	0.31977127776556	5527	RNA
SA604	0.319991202990983	5529	RNA
SA604	0.320211128216406	5530	RNA
SA604	0.32043105344183	5531	RNA
SA604	0.320650978667253	5534	RNA
SA604	0.320870903892676	5535	RNA
SA604	0.3210908291181	5536	RNA
SA604	0.321310754343523	5536	RNA
SA604	0.321530679568947	5540	RNA
SA604	0.32175060479437	5541	RNA
SA604	0.321970530019793	5541	RNA
SA604	0.322190455245217	5541	RNA
SA604	0.32241038047064	5542	RNA
SA604	0.322630305696063	5543	RNA
SA604	0.322850230921487	5543	RNA
SA604	0.32307015614691	5544	RNA
SA604	0.323290081372333	5546	RNA
SA604	0.323510006597757	5546	RNA
SA604	0.32372993182318	5547	RNA
SA604	0.323949857048603	5547	RNA
SA604	0.324169782274027	5548	RNA
SA604	0.32438970749945	5549	RNA
SA604	0.324609632724874	5550	RNA
SA604	0.324829557950297	5550	RNA
SA604	0.32504948317572	5551	RNA
SA604	0.325269408401144	5551	RNA
SA604	0.325489333626567	5551	RNA
SA604	0.32570925885199	5555	RNA
SA604	0.325929184077414	5555	RNA
SA604	0.326149109302837	5558	RNA
SA604	0.32636903452826	5561	RNA
SA604	0.326588959753684	5561	RNA
SA604	0.326808884979107	5562	RNA
SA604	0.32702881020453	5562	RNA
SA604	0.327248735429954	5563	RNA
SA604	0.327468660655377	5564	RNA
SA604	0.327688585880801	5566	RNA
SA604	0.327908511106224	5567	RNA
SA604	0.328128436331647	5568	RNA
SA604	0.328348361557071	5568	RNA
SA604	0.328568286782494	5568	RNA
SA604	0.328788212007917	5568	RNA
SA604	0.329008137233341	5574	RNA
SA604	0.329228062458764	5577	RNA
SA604	0.329447987684187	5578	RNA
SA604	0.329667912909611	5578	RNA
SA604	0.329887838135034	5582	RNA
SA604	0.330107763360457	5582	RNA
SA604	0.330327688585881	5583	RNA
SA604	0.330547613811304	5584	RNA
SA604	0.330767539036728	5586	RNA
SA604	0.330987464262151	5586	RNA
SA604	0.331207389487574	5587	RNA
SA604	0.331427314712998	5589	RNA
SA604	0.331647239938421	5592	RNA
SA604	0.331867165163844	5593	RNA
SA604	0.332087090389268	5593	RNA
SA604	0.332307015614691	5593	RNA
SA604	0.332526940840114	5594	RNA
SA604	0.332746866065538	5594	RNA
SA604	0.332966791290961	5595	RNA
SA604	0.333186716516384	5597	RNA
SA604	0.333406641741808	5597	RNA
SA604	0.333626566967231	5598	RNA
SA604	0.333846492192654	5600	RNA
SA604	0.334066417418078	5600	RNA
SA604	0.334286342643501	5602	RNA
SA604	0.334506267868925	5603	RNA
SA604	0.334726193094348	5603	RNA
SA604	0.334946118319771	5605	RNA
SA604	0.335166043545195	5605	RNA
SA604	0.335385968770618	5606	RNA
SA604	0.335605893996041	5606	RNA
SA604	0.335825819221465	5607	RNA
SA604	0.336045744446888	5608	RNA
SA604	0.336265669672311	5609	RNA
SA604	0.336485594897735	5610	RNA
SA604	0.336705520123158	5612	RNA
SA604	0.336925445348581	5614	RNA
SA604	0.337145370574005	5615	RNA
SA604	0.337365295799428	5616	RNA
SA604	0.337585221024852	5622	RNA
SA604	0.337805146250275	5623	RNA
SA604	0.338025071475698	5623	RNA
SA604	0.338244996701122	5624	RNA
SA604	0.338464921926545	5625	RNA
SA604	0.338684847151968	5626	RNA
SA604	0.338904772377392	5626	RNA
SA604	0.339124697602815	5628	RNA
SA604	0.339344622828238	5629	RNA
SA604	0.339564548053662	5631	RNA
SA604	0.339784473279085	5632	RNA
SA604	0.340004398504508	5634	RNA
SA604	0.340224323729932	5635	RNA
SA604	0.340444248955355	5635	RNA
SA604	0.340664174180779	5636	RNA
SA604	0.340884099406202	5638	RNA
SA604	0.341104024631625	5640	RNA
SA604	0.341323949857049	5642	RNA
SA604	0.341543875082472	5643	RNA
SA604	0.341763800307895	5643	RNA
SA604	0.341983725533319	5646	RNA
SA604	0.342203650758742	5647	RNA
SA604	0.342423575984165	5648	RNA
SA604	0.342643501209589	5650	RNA
SA604	0.342863426435012	5654	RNA
SA604	0.343083351660435	5656	RNA
SA604	0.343303276885859	5657	RNA
SA604	0.343523202111282	5657	RNA
SA604	0.343743127336706	5657	RNA
SA604	0.343963052562129	5657	RNA
SA604	0.344182977787552	5659	RNA
SA604	0.344402903012976	5660	RNA
SA604	0.344622828238399	5661	RNA
SA604	0.344842753463822	5661	RNA
SA604	0.345062678689246	5661	RNA
SA604	0.345282603914669	5661	RNA
SA604	0.345502529140092	5662	RNA
SA604	0.345722454365516	5663	RNA
SA604	0.345942379590939	5663	RNA
SA604	0.346162304816362	5664	RNA
SA604	0.346382230041786	5667	RNA
SA604	0.346602155267209	5669	RNA
SA604	0.346822080492633	5669	RNA
SA604	0.347042005718056	5671	RNA
SA604	0.347261930943479	5676	RNA
SA604	0.347481856168903	5677	RNA
SA604	0.347701781394326	5677	RNA
SA604	0.347921706619749	5678	RNA
SA604	0.348141631845173	5679	RNA
SA604	0.348361557070596	5681	RNA
SA604	0.348581482296019	5684	RNA
SA604	0.348801407521443	5685	RNA
SA604	0.349021332746866	5686	RNA
SA604	0.349241257972289	5686	RNA
SA604	0.349461183197713	5686	RNA
SA604	0.349681108423136	5686	RNA
SA604	0.34990103364856	5687	RNA
SA604	0.350120958873983	5687	RNA
SA604	0.350340884099406	5689	RNA
SA604	0.35056080932483	5689	RNA
SA604	0.350780734550253	5690	RNA
SA604	0.351000659775676	5693	RNA
SA604	0.3512205850011	5693	RNA
SA604	0.351440510226523	5694	RNA
SA604	0.351660435451946	5700	RNA
SA604	0.35188036067737	5700	RNA
SA604	0.352100285902793	5701	RNA
SA604	0.352320211128216	5702	RNA
SA604	0.35254013635364	5703	RNA
SA604	0.352760061579063	5703	RNA
SA604	0.352979986804487	5709	RNA
SA604	0.35319991202991	5712	RNA
SA604	0.353419837255333	5712	RNA
SA604	0.353639762480757	5713	RNA
SA604	0.35385968770618	5713	RNA
SA604	0.354079612931603	5717	RNA
SA604	0.354299538157027	5718	RNA
SA604	0.35451946338245	5719	RNA
SA604	0.354739388607873	5720	RNA
SA604	0.354959313833297	5722	RNA
SA604	0.35517923905872	5723	RNA
SA604	0.355399164284143	5725	RNA
SA604	0.355619089509567	5726	RNA
SA604	0.35583901473499	5727	RNA
SA604	0.356058939960413	5727	RNA
SA604	0.356278865185837	5728	RNA
SA604	0.35649879041126	5729	RNA
SA604	0.356718715636684	5730	RNA
SA604	0.356938640862107	5731	RNA
SA604	0.35715856608753	5735	RNA
SA604	0.357378491312954	5736	RNA
SA604	0.357598416538377	5739	RNA
SA604	0.3578183417638	5739	RNA
SA604	0.358038266989224	5740	RNA
SA604	0.358258192214647	5741	RNA
SA604	0.35847811744007	5741	RNA
SA604	0.358698042665494	5744	RNA
SA604	0.358917967890917	5744	RNA
SA604	0.35913789311634	5744	RNA
SA604	0.359357818341764	5744	RNA
SA604	0.359577743567187	5748	RNA
