sample_id	frac_genome	tot_coverage	type
SA604	0.0565029709759221	0.0185155314404377	DNA
SA604	0.0569695945516072	0.0187093100980176	DNA
SA604	0.0574362753150581	0.0189036016705323	DNA
SA604	0.057902984672392	0.0190983114564638	DNA
SA604	0.0583696940297259	0.019293383670046	DNA
SA604	0.0588364319809428	0.019489067583982	DNA
SA604	0.0593031985260425	0.0196853128832641	DNA
SA604	0.0597699936650252	0.0198819115667467	DNA
SA604	0.0602368173978909	0.0200792180645488	DNA
SA604	0.0607036697246395	0.0202774746962665	DNA
SA604	0.061170550645271	0.0204767027126434	DNA
SA604	0.0616374315659025	0.0206763957174133	DNA
SA604	0.062104341080417	0.0208761968823328	DNA
SA604	0.0625712791888144	0.0210760558121382	DNA
SA604	0.0630382458910948	0.0212784913912792	DNA
SA604	0.063505269781141	0.021481174569395	DNA
SA604	0.0639725510161337	0.0216842330432236	DNA
SA604	0.0644398894388922	0.0218873310150094	DNA
SA604	0.0649072850494167	0.0220906182299161	DNA
SA604	0.0653746806599411	0.0222943969878331	DNA
SA604	0.0658421048643485	0.0224985625891827	DNA
SA604	0.0663095290687559	0.0227030325751888	DNA
SA604	0.0667771820242267	0.0229078371332029	DNA
SA604	0.0672448349796976	0.0231126758901794	DNA
SA604	0.0677125737168173	0.0233176580941068	DNA
SA604	0.06818034104782	0.0235228222367535	DNA
SA604	0.0686481369727056	0.0237280934039159	DNA
SA604	0.069115990085357	0.0239336519696176	DNA
SA604	0.0695839575735402	0.0241394351570482	DNA
SA604	0.0700519536556064	0.0243460066635473	DNA
SA604	0.0705199497376726	0.0245525781700463	DNA
SA604	0.0709879744136217	0.0247598614890333	DNA
SA604	0.0714560848712196	0.0249679082010929	DNA
SA604	0.0719242525165834	0.0251761123851083	DNA
SA604	0.072392477349713	0.0253845653820966	DNA
SA604	0.0728607307767257	0.0255930441539434	DNA
SA604	0.0733290127976212	0.0258017509106088	DNA
SA604	0.0737973234123997	0.0260106465388869	DNA
SA604	0.07426574840271	0.0262197171577561	DNA
SA604	0.0747342305807861	0.0264288948715393	DNA
SA604	0.0752027127588622	0.0266382259378294	DNA
SA604	0.0756712521247042	0.0268476576112329	DNA
SA604	0.076139877272195	0.0270582340613361	DNA
SA604	0.0766085596074517	0.0272688949645701	DNA
SA604	0.0770772705365914	0.0274795768810653	DNA
SA604	0.077545981465731	0.0276918681529089	DNA
SA604	0.0780146923948707	0.0279043161165512	DNA
SA604	0.0784834319178932	0.0281168570236444	DNA
SA604	0.0789522000347988	0.0283307380416589	DNA
SA604	0.0794210253394702	0.0285447169868698	DNA
SA604	0.0798898792380245	0.0287587220443932	DNA
SA604	0.0803587617304618	0.0289727515830187	DNA
SA604	0.080827672816782	0.0291869525654327	DNA
SA604	0.0812965839031022	0.0294012564207514	DNA
SA604	0.0817655521771883	0.0296165924033561	DNA
SA604	0.0822345490451573	0.0298327303519541	DNA
SA604	0.0827035459131264	0.0300489401614388	DNA
SA604	0.0831725999688613	0.0302652563714131	DNA
SA604	0.0836416826184791	0.0304820431483768	DNA
SA604	0.084110765268097	0.0306992497350176	DNA
SA604	0.0845798765115977	0.0309170396884174	DNA
SA604	0.0850490449428644	0.0311350277407922	DNA
SA604	0.085518270561897	0.0313541436791411	DNA
SA604	0.0859875247748124	0.0315733089202349	DNA
SA604	0.0864567789877279	0.0317926065232772	DNA
SA604	0.0869260617945264	0.0320120809089319	DNA
SA604	0.0873953446013248	0.0322323740276356	DNA
SA604	0.0878646560020061	0.0324531234635869	DNA
SA604	0.0883339674026875	0.0326745903560423	DNA
SA604	0.0888033073972518	0.0328963894492662	DNA
SA604	0.0892726473918161	0.0331182620903482	DNA
SA604	0.0897419873863804	0.033340278558353	DNA
SA604	0.0902113273809447	0.0335623571334381	DNA
SA604	0.090680695969392	0.033784488466264	DNA
SA604	0.0911500931517222	0.0340068098676738	DNA
SA604	0.0916195189279353	0.0342297382065457	DNA
SA604	0.0920889447041484	0.0344527074128069	DNA
SA604	0.0925583990742444	0.034676185543601	DNA
SA604	0.0930278820382234	0.0348999993604298	DNA
SA604	0.0934973650022024	0.0351239194454151	DNA
SA604	0.0939668479661814	0.0353483463477623	DNA
SA604	0.0944363881179263	0.0355728921528289	DNA
SA604	0.0949059282696712	0.0357981737501336	DNA
SA604	0.095375525609182	0.0360238376442526	DNA
SA604	0.0958451515425757	0.0362498668884999	DNA
SA604	0.0963147774759693	0.0364760089748354	DNA
SA604	0.0967844605971289	0.0367024043108332	DNA
SA604	0.0972541723121714	0.0369292959585083	DNA
SA604	0.0977239412149798	0.0371566013005637	DNA
SA604	0.0981937101177882	0.0373841863798859	DNA
SA604	0.0986634790205966	0.0376123554720985	DNA
SA604	0.099133247923405	0.0378405998152719	DNA
SA604	0.0996030168262134	0.0380690306499565	DNA
SA604	0.100072814322905	0.038297553916285	DNA
SA604	0.100542697601245	0.0385266556120283	DNA
SA604	0.101012638067351	0.0387561173979381	DNA
SA604	0.101482635721223	0.0389856611180718	DNA
SA604	0.101952661968978	0.0392154119440872	DNA
SA604	0.102422688216732	0.039445169317249	DNA
SA604	0.102892771652253	0.0396753573433262	DNA
SA604	0.103362883681657	0.0399056297657774	DNA
SA604	0.103832995711061	0.0401373886617077	DNA
SA604	0.104303193522113	0.0403693650469284	DNA
SA604	0.104773419927048	0.040601843509322	DNA
SA604	0.10524370351975	0.0408343977379684	DNA
SA604	0.1057140728941	0.0410672286168092	DNA
SA604	0.10618444226845	0.0413001823442618	DNA
SA604	0.1066548116428	0.041533435822327	DNA
SA604	0.107125209611033	0.041767642100384	DNA
SA604	0.107595607579266	0.0420018778639001	DNA
SA604	0.108066034141382	0.0422361786494065	DNA
SA604	0.108536489297381	0.0424708721191187	DNA
SA604	0.10900694445338	0.0427056163755174	DNA
SA604	0.109477428203262	0.0429406403170066	DNA
SA604	0.109947911953144	0.0431757789450805	DNA
SA604	0.110418395703026	0.0434116745046142	DNA
SA604	0.110888965234556	0.0436480571560306	DNA
SA604	0.111359534766087	0.0438845020772301	DNA
SA604	0.111830161485384	0.0441212395926065	DNA
SA604	0.112300845392446	0.0443582763225922	DNA
SA604	0.112771529299508	0.0445960063820628	DNA
SA604	0.113242270394337	0.044834153833968	DNA
SA604	0.113713011489165	0.0450724799669511	DNA
SA604	0.114183781177876	0.0453110566464789	DNA
SA604	0.114654550866588	0.0455497808698032	DNA
SA604	0.115125349149182	0.045788572056101	DNA
SA604	0.115596204619542	0.0460275299809485	DNA
SA604	0.116067060089902	0.0462665141405839	DNA
SA604	0.116537915560262	0.0465055097779389	DNA
SA604	0.117008799624505	0.046744590439179	DNA
SA604	0.117479683688748	0.0469848041841217	DNA
SA604	0.117950596346874	0.0472250899113309	DNA
SA604	0.118421509005	0.0474654149955013	DNA
SA604	0.118892421663126	0.0477057827163797	DNA
SA604	0.119363334321252	0.047946629280286	DNA
SA604	0.119834275573261	0.0481879381810467	DNA
SA604	0.12030521682527	0.0484294405986162	DNA
SA604	0.120776186671162	0.048671003601387	DNA
SA604	0.121247156517053	0.0489130651862069	DNA
SA604	0.121718154956828	0.0491552398775818	DNA
SA604	0.122189153396603	0.0493984626389306	DNA
SA604	0.122660180430261	0.0496421528810927	DNA
SA604	0.123131207463918	0.0498858578856999	DNA
SA604	0.123602263091459	0.0501297876520361	DNA
SA604	0.124073318719	0.0503740389311372	DNA
SA604	0.12454437434654	0.0506185477485246	DNA
SA604	0.125015429974081	0.0508635027468919	DNA
SA604	0.125486514195505	0.0511086054925836	DNA
SA604	0.125957598416928	0.0513539690731362	DNA
SA604	0.126428711232235	0.0515993688741892	DNA
SA604	0.126899824047541	0.0518448441414805	DNA
SA604	0.127370936862848	0.052090688537111	DNA
SA604	0.127842078272037	0.0523366151215745	DNA
SA604	0.12831324827511	0.052582630466114	DNA
SA604	0.128784418278182	0.0528287623052911	DNA
SA604	0.129255588281255	0.0530750073575666	DNA
SA604	0.129726758284327	0.0533212540506117	DNA
SA604	0.130198014069048	0.0535682971848233	DNA
SA604	0.130669269853769	0.0538159819767258	DNA
SA604	0.131140525638491	0.054064195192609	DNA
SA604	0.131611810017095	0.0543130110071454	DNA
SA604	0.132083094395699	0.0545623323013755	DNA
SA604	0.132554407368186	0.0548118492619042	DNA
SA604	0.133025748934556	0.0550617818538134	DNA
SA604	0.133497090500926	0.0553119524439352	DNA
SA604	0.133968460661179	0.0555627110824558	DNA
SA604	0.134439830821432	0.0558135796992358	DNA
SA604	0.134911200981685	0.0560644712965475	DNA
SA604	0.135382571141938	0.0563155024185166	DNA
SA604	0.135853941302191	0.0565665368234188	DNA
SA604	0.136325340056327	0.0568177473298517	DNA
SA604	0.136796738810463	0.0570690070832685	DNA
SA604	0.137268137564599	0.0573205491860597	DNA
SA604	0.137739536318735	0.0575724376593044	DNA
SA604	0.138210963666754	0.0578243972281149	DNA
SA604	0.138682391014773	0.0580763732135825	DNA
SA604	0.139153818362791	0.058328377107367	DNA
SA604	0.13962524571081	0.0585804975594165	DNA
SA604	0.140096673058829	0.058832678753097	DNA
SA604	0.140568100406848	0.0590851209716243	DNA
SA604	0.14103955634875	0.0593377443200366	DNA
SA604	0.141511012290652	0.0595904678161308	DNA
SA604	0.141982468232553	0.0598437216024094	DNA
SA604	0.142453924174455	0.0600970821034309	DNA
SA604	0.142925437304123	0.0603505521514596	DNA
SA604	0.143396950433791	0.0606044704557758	DNA
SA604	0.143868463563458	0.0608587155110123	DNA
SA604	0.144339976693126	0.0611129769858931	DNA
SA604	0.144811489822794	0.0613674157929315	DNA
SA604	0.145283002952461	0.0616219005749738	DNA
SA604	0.145754601863778	0.0618765301908245	DNA
SA604	0.146226200775094	0.0621313404556209	DNA
SA604	0.146697828280294	0.0623862203679878	DNA
SA604	0.147169455785493	0.0626411692595887	DNA
SA604	0.147641111884576	0.0628966378441814	DNA
SA604	0.148112767983658	0.0631522920270128	DNA
SA604	0.14858442408274	0.0634081433053191	DNA
SA604	0.149056108775706	0.0636640511585103	DNA
SA604	0.149527793468671	0.0639202924517598	DNA
SA604	0.149999478161636	0.0641774815032044	DNA
SA604	0.150471162854602	0.0644350746248674	DNA
SA604	0.15094287614145	0.0646927819217066	DNA
SA604	0.151414589428298	0.0649511922776406	DNA
SA604	0.151886331309029	0.0652103230421297	DNA
SA604	0.152358073189761	0.0654695063749711	DNA
SA604	0.152829843664375	0.0657289354182792	DNA
SA604	0.153301614138989	0.0659885501048333	DNA
SA604	0.153773384613603	0.0662483471489121	DNA
SA604	0.1542451836821	0.0665085361770965	DNA
SA604	0.154716982750597	0.0667691967348459	DNA
SA604	0.155188810412977	0.0670307702008174	DNA
SA604	0.155660638075357	0.0672925161880607	DNA
SA604	0.15613249433162	0.0675544522126219	DNA
SA604	0.156604350587883	0.067816761234345	DNA
SA604	0.157076206844146	0.0680791179076879	DNA
SA604	0.157548063100409	0.0683419593130253	DNA
SA604	0.158019919356672	0.0686050685533292	DNA
SA604	0.158491804206818	0.0688682989062831	DNA
SA604	0.158963689056964	0.0691315489783436	DNA
SA604	0.15943557390711	0.0693948286290638	DNA
SA604	0.159907458757256	0.0696583268332146	DNA
SA604	0.160379400795167	0.0699219884473776	DNA
SA604	0.160851342833079	0.0701857766078083	DNA
SA604	0.161323284870991	0.0704499920673251	DNA
SA604	0.161795255502786	0.0707145818306052	DNA
SA604	0.16226722613458	0.0709795085231927	DNA
SA604	0.162739196766375	0.0712445371163511	DNA
SA604	0.163211195992053	0.0715095998462387	DNA
SA604	0.16368319521773	0.071774679012698	DNA
SA604	0.164155194443408	0.0720399882911611	DNA
SA604	0.164627222262968	0.0723053563798311	DNA
SA604	0.165099250082529	0.072570814875122	DNA
SA604	0.16557127790209	0.0728362980267641	DNA
SA604	0.16604330572165	0.0731018337786219	DNA
SA604	0.166515333541211	0.0733675141810732	DNA
SA604	0.166987361360771	0.073633485528468	DNA
SA604	0.167459389180332	0.0739002639604239	DNA
SA604	0.167931445593776	0.0741670914300606	DNA
SA604	0.168403502007219	0.0744340290380705	DNA
SA604	0.168875558420663	0.0747011277439994	DNA
SA604	0.169347614834106	0.0749685864544617	DNA
SA604	0.16981967124755	0.0752364101010264	DNA
SA604	0.170291756254876	0.075504254902346	DNA
SA604	0.170763841262203	0.0757721013476215	DNA
SA604	0.171235926269529	0.0760400217709121	DNA
SA604	0.171708039870738	0.0763079633541355	DNA
SA604	0.172180153471948	0.0765759970044648	DNA
SA604	0.172652267073157	0.076844285483391	DNA
SA604	0.17312440926825	0.0771127595593611	DNA
SA604	0.173596551463342	0.0773820507803844	DNA
SA604	0.174068722252317	0.0776517299117689	DNA
SA604	0.174540893041293	0.0779214205529355	DNA
SA604	0.175013092424151	0.0781917869121495	DNA
SA604	0.175485291807009	0.0784622848196982	DNA
SA604	0.175957491189867	0.0787330096481241	DNA
SA604	0.176429719166608	0.079003810070541	DNA
SA604	0.17690194714335	0.0792748292053075	DNA
SA604	0.177374175120091	0.0795461706530103	DNA
SA604	0.177846403096832	0.0798176189902074	DNA
SA604	0.178318631073573	0.0800891232388321	DNA
SA604	0.178790887644197	0.0803609794161939	DNA
SA604	0.179263144214821	0.0806335739980009	DNA
SA604	0.179735400785445	0.0809067491071336	DNA
SA604	0.180207657356069	0.0811801626764991	DNA
SA604	0.180679942520577	0.081453749042357	DNA
SA604	0.181152227685084	0.0817274932948936	DNA
SA604	0.181624512849591	0.0820012819530586	DNA
SA604	0.182096798014098	0.0822751988941501	DNA
SA604	0.182569083178605	0.0825494069388056	DNA
SA604	0.183041396936995	0.0828238306000754	DNA
SA604	0.183513710695385	0.0830984088680781	DNA
SA604	0.183986024453775	0.0833730726632096	DNA
SA604	0.184458366806048	0.0836481314024635	DNA
SA604	0.18493070915832	0.0839232296181666	DNA
SA604	0.185403051510593	0.0841983738897271	DNA
SA604	0.185875393862866	0.0844741251116942	DNA
SA604	0.186347736215139	0.0847500490431265	DNA
SA604	0.186820107161295	0.085026295638989	DNA
SA604	0.187292478107451	0.0853029386681929	DNA
SA604	0.187764849053607	0.0855796655899296	DNA
SA604	0.188237219999763	0.0858567149221845	DNA
SA604	0.188709619539801	0.0861340935847075	DNA
SA604	0.18918201907984	0.0864118983154905	DNA
SA604	0.189654418619879	0.0866897145616319	DNA
SA604	0.190126818159918	0.0869675916746676	DNA
SA604	0.190599217699957	0.0872456201324134	DNA
SA604	0.191071617239995	0.0875237670338454	DNA
SA604	0.191544045373917	0.0878023288977242	DNA
SA604	0.192016473507839	0.0880811145021077	DNA
SA604	0.192488901641761	0.0883599757834267	DNA
SA604	0.192961358369565	0.0886388901384327	DNA
SA604	0.19343381509737	0.0889183359092997	DNA
SA604	0.193906271825175	0.0891980284677182	DNA
SA604	0.194378728552979	0.0894777670931464	DNA
SA604	0.194851185280784	0.089757685050862	DNA
SA604	0.195323642008589	0.090037609589579	DNA
SA604	0.195796127330276	0.0903177221861955	DNA
SA604	0.196268612651964	0.0905978759165599	DNA
SA604	0.196741097973652	0.0908782270889144	DNA
SA604	0.197213583295339	0.0911587905114082	DNA
SA604	0.197686068617027	0.091439549730542	DNA
SA604	0.198158553938714	0.0917203747636726	DNA
SA604	0.198631039260402	0.092001617715682	DNA
SA604	0.199103553175973	0.0922839735573227	DNA
SA604	0.199576067091543	0.0925665663436899	DNA
SA604	0.200048581007114	0.0928492578570266	DNA
SA604	0.200521094922684	0.0931323870599277	DNA
SA604	0.200993608838255	0.0934155211991773	DNA
SA604	0.201466151347708	0.0936992072755572	DNA
SA604	0.201938693857162	0.0939830200592151	DNA
SA604	0.202411236366615	0.0942670846118797	DNA
SA604	0.202883778876069	0.0945513334660394	DNA
SA604	0.203356349979405	0.0948357673764602	DNA
SA604	0.203828921082742	0.0951202852149614	DNA
SA604	0.204301492186078	0.0954048293838409	DNA
SA604	0.204774063289415	0.0956895924239891	DNA
SA604	0.205246634392751	0.0959755798267232	DNA
SA604	0.205719205496087	0.0962616544488351	DNA
SA604	0.206191776599424	0.0965480582006744	DNA
SA604	0.206664376296643	0.0968347919741195	DNA
SA604	0.207136975993863	0.0971215866402484	DNA
SA604	0.207609575691082	0.097408402701104	DNA
SA604	0.208082175388301	0.0976952780088953	DNA
SA604	0.208554775085521	0.0979822372498452	DNA
SA604	0.20902737478274	0.0982692047195362	DNA
SA604	0.209499974479959	0.0985564322174444	DNA
SA604	0.209972574177179	0.0988442818081761	DNA
SA604	0.210445202468281	0.0991322607324327	DNA
SA604	0.210917830759383	0.099420264344406	DNA
SA604	0.211390459050486	0.0997084621664178	DNA
SA604	0.211863087341588	0.0999967472183621	DNA
SA604	0.21233571563269	0.100285233063736	DNA
SA604	0.212808343923793	0.100574039849428	DNA
SA604	0.213280972214895	0.100863203784089	DNA
SA604	0.21375362909988	0.101152502075351	DNA
SA604	0.214226285984866	0.101441961669455	DNA
SA604	0.214698942869851	0.101731696136767	DNA
SA604	0.215171599754836	0.102021598490709	DNA
SA604	0.215644256639821	0.102311642396124	DNA
SA604	0.216116913524807	0.102601799871907	DNA
SA604	0.216589599003675	0.102892030866672	DNA
SA604	0.217062284482543	0.103182304658657	DNA
SA604	0.217534969961411	0.103472673921364	DNA
SA604	0.218007684034162	0.10376441552778	DNA
SA604	0.218480398106913	0.104056316810406	DNA
SA604	0.218953112179665	0.104348466661154	DNA
SA604	0.219425826252416	0.104640644496393	DNA
SA604	0.219898540325167	0.104933061022875	DNA
SA604	0.220371254397918	0.10522558948732	DNA
SA604	0.220843997064552	0.105518216312503	DNA
SA604	0.221316739731186	0.105811373228922	DNA
SA604	0.22178948239782	0.106104604226416	DNA
SA604	0.222262225064454	0.1063978599176	DNA
SA604	0.222734967731088	0.106691181458627	DNA
SA604	0.223207710397722	0.1069845260471	DNA
SA604	0.223680453064356	0.107278143912421	DNA
SA604	0.22415319573099	0.107571931341089	DNA
SA604	0.224625938397625	0.107865843884458	DNA
SA604	0.225098681064259	0.108159809107701	DNA
SA604	0.225571452324776	0.108454244856512	DNA
SA604	0.226044223585293	0.108748764568951	DNA
SA604	0.22651699484581	0.109044097576141	DNA
SA604	0.226989766106327	0.109339468449281	DNA
SA604	0.227462537366844	0.109634839322421	DNA
SA604	0.227935308627361	0.109930616842936	DNA
SA604	0.228408108481761	0.110226767884668	DNA
SA604	0.228880908336161	0.11052332230548	DNA
SA604	0.229353708190561	0.110819906362306	DNA
SA604	0.22982650804496	0.111116841111965	DNA
SA604	0.23029930789936	0.111413909223686	DNA
SA604	0.23077210775376	0.111711421875618	DNA
SA604	0.23124490760816	0.112009089293402	DNA
SA604	0.23171770746256	0.112307472914857	DNA
SA604	0.232190535910843	0.112605973374578	DNA
SA604	0.232663364359126	0.112904597325158	DNA
SA604	0.233136192807409	0.113203285490986	DNA
SA604	0.233609021255692	0.113502013173888	DNA
SA604	0.234081849703975	0.113801266104581	DNA
SA604	0.234554678152258	0.114100734732642	DNA
SA604	0.23502750660054	0.114400529376574	DNA
SA604	0.235500335048823	0.114700332253229	DNA
SA604	0.235973192090989	0.115000186193085	DNA
SA604	0.236446049133155	0.115300147164826	DNA
SA604	0.236918906175321	0.115600198702008	DNA
SA604	0.237391763217487	0.115900449483158	DNA
SA604	0.237864620259652	0.116200813882769	DNA
SA604	0.238337477301818	0.116501876459594	DNA
SA604	0.238810334343984	0.116803060888102	DNA
SA604	0.23928319138615	0.117104263429698	DNA
SA604	0.239756048428316	0.117405469264583	DNA
SA604	0.240228934064365	0.117706750949562	DNA
SA604	0.240701819700413	0.118008174254519	DNA
SA604	0.241174705336462	0.118309712831553	DNA
SA604	0.241647590972511	0.118611262935794	DNA
SA604	0.24212047660856	0.11891291513816	DNA
SA604	0.242593390838491	0.119215003878723	DNA
SA604	0.243066305068423	0.119517257303639	DNA
SA604	0.243539219298355	0.119819713290307	DNA
SA604	0.244012133528286	0.120122210448063	DNA
SA604	0.244485047758218	0.120424962866564	DNA
SA604	0.24495796198815	0.120727777865118	DNA
SA604	0.245430876218082	0.121030703202189	DNA
SA604	0.245903790448013	0.121333658182442	DNA
SA604	0.246376704677945	0.121636634571662	DNA
SA604	0.246849618907877	0.121939736120988	DNA
SA604	0.247322533137808	0.122243307020717	DNA
SA604	0.24779544736774	0.122546904269942	DNA
SA604	0.248268390191555	0.122851066660719	DNA
SA604	0.248741333015369	0.123155243873984	DNA
SA604	0.249214275839184	0.123459434262793	DNA
SA604	0.249687218662999	0.123763637827147	DNA
SA604	0.250160161486813	0.124068050553273	DNA
SA604	0.250633104310628	0.124373010064506	DNA
SA604	0.251106047134443	0.124678109565901	DNA
SA604	0.251578989958257	0.124983470931247	DNA
SA604	0.252051961375955	0.125288877111269	DNA
SA604	0.252524932793652	0.125594456230771	DNA
SA604	0.25299790421135	0.125900228054265	DNA
SA604	0.253470875629048	0.126206329286291	DNA
SA604	0.253943847046745	0.12651247498847	DNA
SA604	0.254416818464443	0.12681862233769	DNA
SA604	0.25488978988214	0.127124992037671	DNA
SA604	0.255362761299838	0.12743137326695	DNA
SA604	0.255835732717535	0.127737886259642	DNA
SA604	0.256308704135233	0.128044466781084	DNA
SA604	0.256781675552931	0.128351454122063	DNA
SA604	0.257254646970628	0.12865878569496	DNA
SA604	0.257727618388326	0.128966362677213	DNA
SA604	0.258200589806023	0.12927402859977	DNA
SA604	0.258673561223721	0.129581864167721	DNA
SA604	0.259146561235301	0.129889749641832	DNA
SA604	0.259619561246882	0.130197799830166	DNA
