SDHB	ATP5IF1	NDUFS5	UQCRH	NDUFS2	SDHC	COX7A2L	COX5B	ATP5MC3	NDUFB3	NDUFA10	UQCRC1	NDUFB4	NDUFB5	ATP5ME	COX7B2	NDUFC1	SDHA	NDUFS6	NDUFS4	COX7C	UQCRQ	NDUFA2	COX7A2	NDUFA4	ATP5MF	NDUFA5	NDUFB2	NDUFB11	COX7B	NDUFA1	UQCRB	COX6C	NDUFB9	CYC1	NDUFB6	NDUFA8	NDUFS3	COX8A	NDUFV1	NDUFS8	NDUFC2	SDHD	ATP5MG	ATP5F1C	NDUFB8	ATP5MD	NDUFA9	ATP5MC2	ATP5F1B	NDUFA12	COX6A1	NDUFB1	COX8C	ATP5MPL	COX5A	NDUFB10	UQCRC2	NDUFAB1	COX4I1	ATP5MC1	ATP5PD	NDUFV2	ATP5F1A	ATP5F1E	ATP5F1D	NDUFS7	UQCR11	NDUFA11	NDUFA7	NDUFB7	NDUFA13	UQCRFS1	COX6B1	NDUFA3	COX6B2	UQCR10	NDUFA6	ATP5MGL	ATP5PF	ATP5PO	NDUFV3	MT.ND1	MT.ND2	MT.CO1	MT.CO2	MT.ATP8	MT.ATP6	MT.CO3	MT.ND3	MT.ND4L	MT.ND4	MT.ND5	MT.ND6	MT.CYB
NDUFA10	0.0516912120834318	0.033313197542258	0.0403065564812297	0.0549507338560478	0.0219018279003295	0.0172858850081735	0.0469522203330606	0.0391521915164474	0.0777149175186843	0.0752114068602941	1	0.0440548517893411	0.0449957184344891	0.0268952124716078	0.0402368933673281	0.0118191684415344	0.0447677680060782	0.0222686943688816	0.0456075374120406	0.0560352479482805	0.0527355523472559	0.0603776737190188	0.0316098518070157	0.0531134789544568	0.0350533962477508	0.0626006586649435	0.018330955445287	0.0475736681715107	0.0258121548712329	0.0611699689976535	0.0341403559291409	0.0300080352656474	0.0238630370329988	0.0252224700358175	0.0389077901015074	0.0469839522426152	0.0552968046681098	0.0275934106018743	0.0582714819141481	0.0493529924112633	0.0337321779089576	0.0140780185517768	0.0354476299608936	0.0591040905130132	0.0708658995216883	0.0442678152208493	0.0602683196871372	0.0289052030029362	0.0490223545973064	0.0485127098907127	0.0603541865950567	0.00565398173837189	0.0469873640236213	0.0113627268279587	0.0474713771714663	0.0567426639372135	0.0379475232979409	0.0338740794062812	0.0598361098782217	0.0403246083135256	0.0496005753367793	0.0439841409885469	0.0564079717449391	0.0476353082972435	0.0398767296378368	0.04807468200397	0.0265739782009725	0.0329300811793163	0.0326112437607843	0.0328473431550356	0.0370893055715345	0.0392751043638108	0.0638398198950727	0.0694983303064822	0.0339593850340335	-0.00554379591323336	0.0424363330691044	0.0295231910984711	0.00566503111006118	0.0332780801346934	0.055829493652706	0.0246977715553969	-0.0855657268151691	-0.0725752659989682	-0.0848146729429028	-0.0805387944783837	-0.0312939071997396	-0.0984786320785564	-0.0964200773840067	-0.0870145737407596	-0.0567493227258723	-0.0698565488706632	-0.0737845046483789	-0.01715781326717	-0.0739101808152874
UQCRC1	0.0588372462582743	0.0925065888992801	0.10950269158377	0.0455454823639558	0.0645448268313659	0.0283021681967194	0.0433578945927078	0.0700753528574536	0.139965932782438	0.10203780463929	0.0440548517893411	1	0.0596190190186382	0.055649286532017	0.0143214480713408	-0.0117855201449169	0.0904056853974113	0.0596124340778413	0.0841724865124329	0.0643898269928426	0.042688299085283	0.111238591562751	0.0702591513112705	0.125472518942482	0.102391742585671	0.110343709841	0.0449527949875154	0.130028604303862	0.0645071152108557	0.0971030057982891	0.0907420371355197	0.00236920483453636	0.0672474878490045	0.0422591440228286	0.100656926597605	0.0812941546875047	0.0932519302256802	0.0683931313624595	0.107686469638857	0.0704944071323469	0.0540614700344257	0.0694532707861372	0.0460843543010939	0.09689745766993	0.0805030149442404	0.0948580015006539	0.0718528369656583	0.0748102983730612	0.0332020244239108	0.0643058372668943	0.0938472838878968	0.0452767950215986	0.086094066540358	0.00783637848593556	0.067322850897087	0.0582446934212377	0.0579564974925233	0.0428376127733808	0.0681342317528167	0.0386661362182554	0.107740835016538	0.0444442386447684	0.106083290696246	0.0415934308347059	0.0798929579253572	0.0761066295642726	0.0633081111454822	0.0438368903950146	0.0330046204767259	0.0252693400966387	0.0237861980012862	0.0506802237152867	0.0718727262316518	0.069884025164291	0.0664911687782779	-0.00837010207722911	0.0957226390583013	0.116468562021901	-0.00213950997918498	0.0922111799041905	0.0997728179273548	0.042634499366993	-0.168191787193469	-0.17553829761674	-0.18251837980461	-0.164189198100664	-0.0171032848945378	-0.118345951311736	-0.177088857370869	-0.137395598796437	-0.136877048303399	-0.162620935003567	-0.160082035528794	-0.014974187836968	-0.145482545714025
NDUFB4	0.0808956539754098	0.133659655989996	0.145955598616569	0.0965118879990334	0.063376666532675	0.0349892178064084	0.0371163974415362	0.117668122522982	0.180754305195304	0.125547186456945	0.0449957184344891	0.0596190190186382	1	0.0869982128388516	0.0228527408220317	-0.00208727558318169	0.11220374562356	0.0502388496633907	0.133950718503832	0.114426999316403	0.0793657193087299	0.136505715162813	0.0662081527363018	0.174088105895546	0.157811677868128	0.177359107932383	0.0562562304281332	0.16614673489391	0.093981628827532	0.143723570055724	0.0958987735953628	0.0181554691840506	0.094118646512606	0.0331072644677494	0.119320144851199	0.11408803334371	0.109140376619763	0.0666940738473157	0.147262012399343	0.0766216231896169	0.0635938478660849	0.0923337117984549	0.0733818418326607	0.13117990899151	0.129550018069275	0.118351518370838	0.131738465418973	0.0764335076820901	0.0775888414831326	0.0929562944889885	0.150317562693872	0.0330950491501096	0.0855512268445211	0.00922335049431866	0.0839819766442208	0.0816692522041662	0.0960155534441018	0.0431017703730955	0.102131080068256	0.0201133429836557	0.1725582190174	0.0869390498408522	0.139167808103727	0.0747021913835491	0.128109282115301	0.121467322405737	0.0872063590796128	0.0549404662870337	0.0526047755186126	0.0436599159204855	0.0395754513941697	0.0524508672737037	0.0878831030914125	0.104289672672477	0.109334597215278	-0.016665596149525	0.16419549367053	0.140496392659404	-0.00236779545909337	0.12863561350508	0.11601543871781	0.0674999145432414	-0.211992244277782	-0.224963045993699	-0.240456322234524	-0.221070319193909	-0.0348235592970696	-0.176162853104485	-0.229715177803398	-0.192809321589466	-0.194597698553508	-0.221402228417661	-0.215265592131213	-0.00822945943556264	-0.204909761330584
NDUFB5	0.0675761073807026	0.0993656924736523	0.0864807402544466	0.0685475932876606	0.0682997494222607	0.0282615873713507	0.00803307271838291	0.101704241492005	0.169264034062549	0.127445737602318	0.0268952124716078	0.055649286532017	0.0869982128388516	1	-0.0023323001994915	-0.0106772238272061	0.0911848876271773	0.0535988536808624	0.08508461252131	0.0775413600540685	0.0436750351259681	0.109363010989442	0.055911057846191	0.136200834637122	0.140125027351723	0.144613127861388	0.0610982819487769	0.125610443085812	0.0912703881204868	0.129477199069422	0.0775531964686986	-0.0190288344876409	0.0544608278069501	0.0189875572648479	0.112765834274149	0.115130027697718	0.0827563147686816	0.0643359395212369	0.117140026582685	0.0485697714929214	0.0692171608472399	0.0718021460796716	0.0740246268930126	0.0941856066472697	0.108561663257486	0.0971444627333603	0.0721795332745704	0.0698493172815762	0.0390094495901801	0.0603430972766331	0.0985390433117039	0.0460590819415822	0.0632693995944258	-0.00454915049612761	0.072963040789062	0.0456240115754859	0.0595921315469531	0.0430715234237931	0.0645096858391216	0.0102271056622977	0.12914875761019	0.0604589848275897	0.120500548036914	0.0514413286893219	0.0855605829710208	0.0869190909370109	0.0490823747462057	0.0135542235180555	0.0188872942673963	0.0245540072114963	-0.0126280348209109	0.043637201568923	0.0782720889960807	0.0839958819020592	0.0748930537449853	-0.0209151309876064	0.137697044972724	0.112520310287314	5.78844684636928e-05	0.117610587590154	0.0911286550823669	0.0306207896551028	-0.198394409934958	-0.209693474478264	-0.212471642402994	-0.206773214523813	-0.0122018474933532	-0.153741033529933	-0.192492600843825	-0.180831921902238	-0.160945189247288	-0.212892317046263	-0.181281019444882	0.00500051313414568	-0.19118167368946
ATP5ME	0.0258486061778465	0.0173325278193071	0.0401535536527463	0.0778997118409725	0.011280962204162	-0.00139755647060678	0.0690716257066726	-0.00992868205153261	-0.0297310529122712	0.00804460117337908	0.0402368933673281	0.0143214480713408	0.0228527408220317	-0.0023323001994915	1	-0.0105502335512778	0.0330753810799803	-0.0130586726163546	0.0101035929356464	0.0087468341234491	0.104300087401035	-0.00243204556989064	0.0489679856556808	-0.0285869867110251	-0.058895194886423	-0.0196990084282939	0.00644134028691322	-0.0211109923624459	0.0134856901242969	0.0113302491333454	0.00179843605700373	0.132491352524445	0.0249529840957812	0.00146148998929082	-0.0361941945125596	-0.0225463088646354	0.00696409424530956	0.0232100600555694	-0.0114089298021326	0.0308320535948656	0.00369087082616387	-0.0125271465848102	0.0240970285800349	0.0515624949195762	0.00867768055591278	-0.00358579743038504	0.0487127538816333	-0.0126343790253878	0.0696531654915987	0.0394464169811987	0.0074187523728312	-0.0403697150587651	0.0399491210428314	0.0024368234197422	0.0403411459780937	0.0224253572735338	0.0501350728508239	-0.00447758427794629	0.0274599847161431	0.0749583184392272	-0.0161583158289562	0.0626685058547323	-0.0233393273159376	0.0208719376037302	0.0765234814074862	0.0282048626180323	0.024578041829154	0.0694695420477126	0.0410966852444128	0.00249799202035911	0.0887251065688116	0.0159656957374569	0.0501007457159579	0.0322953213460334	0.00595867307129134	0.0294998732724173	-0.00475808549881818	-0.0141048954869692	-0.00739409454408593	0.0241776658232304	0.0173841058841663	0.0133018454270894	0.00153272150663216	0.043160481308534	0.0275640094308147	0.0365408261552656	-0.0413545416021844	-0.0483728929677808	-0.0229756192562747	-0.00323483009637488	-0.0102069262222714	0.0629148012498978	0.0126217598243196	-0.0491283181639543	0.0353163744603861
COX7B2	0.00702982989689051	-0.01116207189433	0.0156748812415988	-0.0106271091639517	-0.00661427963450056	0.000836162891222122	0.0132883981513307	-0.0138805458105844	-0.0138014861153732	-0.0109307507082439	0.0118191684415344	-0.0117855201449169	-0.00208727558318169	-0.0106772238272061	-0.0105502335512778	1	-0.00239832461441904	-0.00627578439777343	0.000696360018684648	0.00814543252094425	0.0144878501307402	0.00852972364859694	0.013726873664075	-0.00350117343068929	-0.0108103009655742	-0.00362397671373875	0.00421186091816845	0.000529187728301414	-0.0070587917690832	-0.000179659525558595	-0.00920956722773492	0.00226113613065359	0.00237075583405201	-0.000866665284353095	-0.010029748932165	-0.0103616283554991	0.00988300662971757	-0.00839192401599826	0.00469450052291427	0.00336273335498779	-0.0101865877061113	0.0112152410350569	0.0118619551617031	-0.00063870400435143	-0.0116396556059535	0.00153873756328388	0.00523668812799118	-0.00753381354232749	0.0133390484201481	0.00385313717753456	-0.0119987894810424	-0.0140205375356156	0.00532780460665707	-0.000444744468975901	-0.0101864655959805	-0.00225810592208311	-0.00242169048385342	-0.00963649817828321	-0.0127266137323565	0.0140820221176677	0.000457854770192175	0.0154784033158261	-0.0100803732099648	0.00711555466863196	-0.0107442836113237	0.00170199116071935	0.00405555363905284	0.0132445554354897	-0.0127146729570334	-0.0019479491449476	-0.0110095615348592	0.0195145763595747	0.000749824557905476	-0.0107997405619122	0.0102263599340926	-0.000680213563292706	-0.00274665258548108	0.00196590930138656	-0.00107907494074067	-0.0146739601624036	-0.00967912393407692	0.0144517632313546	0.00123257856448852	0.00703163795604422	0.000920721337065469	0.00299234434545246	-0.0085646325405832	0.00391306568254172	-0.00334504001890086	-0.00644504935945828	0.00878086651650999	0.00167437630247446	0.000300719641623859	-0.00812531044422321	0.0121215934091828
NDUFC1	0.0862371194480253	0.144495311946597	0.167028085843368	0.0845517310704796	0.0567676363007093	0.033037737006948	0.0487611815523749	0.136576385208752	0.205155264349208	0.153335210342743	0.0447677680060782	0.0904056853974113	0.11220374562356	0.0911848876271773	0.0330753810799803	-0.00239832461441904	1	0.0560249721946919	0.167018649073469	0.0723634003738004	0.0881718739546848	0.160107661675731	0.0956362085283764	0.171424279746178	0.178222855478178	0.170888122629386	0.0744412163476555	0.20368585120977	0.0867120334356155	0.171388244711806	0.117418783694613	0.00439685964065874	0.136434522718853	0.0345504838249928	0.11146894415209	0.138739675318552	0.10756048187774	0.0698445923697424	0.155752284829866	0.0770723005327984	0.116151160857026	0.0877558458451999	0.0767927282388689	0.145388781965866	0.110375641729047	0.135900817897099	0.155595997513192	0.0831885503795608	0.0811171848434579	0.0890038969757925	0.137158494637487	0.0192706132046401	0.101230560428661	0.0118363125113842	0.0834541766853874	0.0818483331366948	0.0910179658383841	0.0394124788162583	0.110012275918982	0.0155067313112599	0.178817326930325	0.0990675766599744	0.158176109479929	0.0517748273020444	0.152616058040151	0.127286735285857	0.0735713160364298	0.0782324007770954	0.0451163989539839	0.0297943882429448	0.0518860993557926	0.023516988571968	0.106221778925074	0.0875624050219257	0.0973792331664275	0.00227737565989284	0.163152256592177	0.133399945200508	0.00204427423281584	0.159663429069485	0.144926895552934	0.0649187043544641	-0.287653154977191	-0.279510012750344	-0.293316934768858	-0.275569686338235	-0.0346716060767526	-0.228763972038563	-0.289412665451336	-0.234712485659406	-0.224894801485631	-0.269758829148481	-0.266260188545669	-0.0079315725943189	-0.247128832805353
SDHA	0.0607208438442673	0.0698585297114445	0.071029731693012	0.0324728536595545	0.05715627137594	0.0505465211578168	0.0016065169111922	0.0558975759496198	0.111634401269809	0.0975893888102331	0.0222686943688816	0.0596124340778413	0.0502388496633907	0.0535988536808624	-0.0130586726163546	-0.00627578439777343	0.0560249721946919	1	0.0756117545526651	0.0697760233968167	5.06415586228441e-05	0.0841666085978979	0.0428345934952368	0.108052790532634	0.109429742702079	0.105424335091575	0.0398171049023004	0.0893816140879343	0.0468359264083543	0.0860078855397393	0.0725206849825289	-0.0285789222536507	0.0189933119245063	0.0224839821012392	0.0719125426416788	0.0881370910761399	0.0596481602099731	0.0629841507103943	0.0688242603777777	0.048511283926179	0.0533913837009119	0.0418581806947876	0.0671278497524362	0.0472605287502391	0.0573219445731124	0.0740404169722644	0.0636668103447536	0.0547696626946306	0.0158333561900612	0.0396214003114188	0.07820694099082	0.0444712405092704	0.0285522284187767	0.00554465058403989	0.0360997594069707	0.0278729096538156	0.0293579245805092	0.0172382161923308	0.0452406191555154	-0.00555076780969308	0.0956916636683496	0.0336068755530452	0.0937394341769978	0.0408169554793551	0.0442128544278042	0.072979957972831	0.0465527536274479	0.00283500239060812	-0.00311840418994611	0.0242350032125409	-0.0162663522045045	0.0276205675726515	0.0359191638013689	0.0412010901494829	0.0746688747052722	-0.00393632666357088	0.0724274549594865	0.109483196981094	0.0149688832940773	0.0673855455981858	0.0563768387063464	0.027983473130199	-0.128686920131507	-0.141327924571744	-0.140192657674364	-0.13098393287315	-0.00192690048654269	-0.0841253305706295	-0.121880805766772	-0.10275291370678	-0.0977121338992008	-0.142591632196557	-0.116089784465312	0.0342472210169149	-0.111874512612383
NDUFS6	0.103376207755927	0.166274167892057	0.200309184674231	0.0833688338127976	0.107879623417052	0.0513479893901672	0.0363648085360848	0.171928823945042	0.250191978249154	0.209725994611839	0.0456075374120406	0.0841724865124329	0.133950718503832	0.08508461252131	0.0101035929356464	0.000696360018684648	0.167018649073469	0.0756117545526651	1	0.111882513555976	0.061012254444727	0.21993152642967	0.127546153813875	0.230878932466474	0.243584315524596	0.248060340618519	0.0733269081056501	0.262502697068225	0.113105234793597	0.21395403319939	0.15206550854887	-0.042103337762759	0.15117661922357	0.0458638937735787	0.184424850996858	0.174553791103167	0.129276625976961	0.0875436561595984	0.20705063184862	0.0682229104111532	0.126790641750782	0.114681768706311	0.0824107746150177	0.154563424471576	0.155294375990364	0.158394665174219	0.17065142205993	0.116931344726105	0.0716833670031967	0.116945703933332	0.174147041311114	0.0646388657944769	0.121928049940095	0.00714476354333166	0.111569135410036	0.125277737111119	0.0964361029734157	0.0393390938532208	0.14091373910416	0.0080031545202965	0.253782253686966	0.0968828220993292	0.191159150458597	0.0733105179623748	0.1646362191421	0.156001632999425	0.0858207746044035	0.0648334583550668	0.0585071242751771	0.0446568023110363	0.0352074825408049	0.0665092833570355	0.116124038722675	0.150308052526355	0.138329821772938	-0.0133363240672135	0.238757214187957	0.190715056664322	0.0121365879576967	0.201904423961125	0.155290525188412	0.0550592107175935	-0.307577956474557	-0.340753729811641	-0.338762410933926	-0.321964653075587	-0.0449406388903252	-0.244890777252227	-0.328214563867265	-0.281717743093277	-0.242142926206425	-0.327472725237535	-0.306892483906561	-0.0262328067120881	-0.306210711654225
NDUFS4	0.0702798426026234	0.116673472907643	0.122251731669819	0.0763239483484261	0.0702560968314615	0.0275335738245235	0.0328623229156129	0.0938728731042505	0.1757287849636	0.14013024737542	0.0560352479482805	0.0643898269928426	0.114426999316403	0.0775413600540685	0.0087468341234491	0.00814543252094425	0.0723634003738004	0.0697760233968167	0.111882513555976	1	0.0482816921329536	0.130964207449632	0.0784671274845893	0.14985609176503	0.150293604277748	0.141046582509416	0.0579216745316176	0.151571489510541	0.0816308170828638	0.114164197807117	0.102363644355877	-0.0150105150070394	0.0815518780309528	0.0308623249249634	0.131089589943701	0.10442905851348	0.0935023905016552	0.0816236147060704	0.130058302472491	0.0617038343478086	0.0758969414510491	0.0860144620090544	0.0824961684646402	0.109540974179214	0.113539252979329	0.111806843829318	0.116164079550081	0.100861047947355	0.0740257152952438	0.0661734969491965	0.105786522261181	0.0465078258657175	0.0801649157982431	0.00121374502073395	0.0786816378743637	0.0599887868110355	0.064142722562023	0.0430542707499321	0.0944421691532956	0.0145547639662151	0.157120806366203	0.0746591839598799	0.140474394575043	0.0557843665482122	0.110902852612258	0.117069205900667	0.0733725896227186	0.0556987601741911	0.0406671856287403	0.0306765265717003	0.0226474653998873	0.0529300941282197	0.0817812894165185	0.0983254490703554	0.0869376603633635	-0.00722785488576838	0.140761221310653	0.119642874458809	0.00139032665338904	0.146109840740283	0.106168916870813	0.067067337632845	-0.210307984965384	-0.223141213252635	-0.227634495582567	-0.224309280261156	-0.020730750687769	-0.170797533323774	-0.221697558877188	-0.192965336404498	-0.165120764618831	-0.220829914351584	-0.202661668286001	0.00836778628840041	-0.19829014759731
COX7C	0.0421547855665875	0.0774664800184787	0.0747466145507834	0.143086549344557	0.0125135689597172	-0.00361097551450363	0.0770171569265956	0.0472100432964366	0.0403320308005699	0.0391223545322492	0.0527355523472559	0.042688299085283	0.0793657193087299	0.0436750351259681	0.104300087401035	0.0144878501307402	0.0881718739546848	5.06415586228441e-05	0.061012254444727	0.0482816921329536	1	0.0689034295610299	0.0595821187778214	0.044025212610004	0.0184353098481059	0.0116355487392682	0.0232933096803651	0.0479077775603844	0.0509110928463472	0.0755776222576538	0.0435042796734062	0.14986595359996	0.0527112215920965	0.0205063172872807	0.00973815151041707	0.00653671489530574	0.0580016815870032	0.0270121588155125	0.0545927845723507	0.0488896865366245	0.0254559007987454	-0.00434152730117267	0.0339233161206401	0.110835674780357	0.0564785436479853	0.0280996479718033	0.0785161063453321	-0.00151111056883476	0.113458038304495	0.0524234873110159	0.0516349885676917	-0.0368604774412162	0.0820252583154094	0.0010639588120891	0.0812178589978835	0.0770893262647023	0.0699546558284466	0.0472700999173585	0.0613517112234346	0.103126167785601	0.0468427421885675	0.0654490325015003	0.043442186030363	0.0791999200047313	0.154888465894524	0.0661873099820952	0.0433025099354632	0.0915792471766546	0.0578562495926313	0.0293668136685756	0.0876852306790325	0.0310356231990696	0.0589795030405928	0.0870361720576844	0.01750567040359	-0.00753617755212967	0.0468303923166862	0.041953732984877	0.00736376839413412	0.0882795450624985	0.0762842726649019	0.0144376792485068	-0.0678025940050017	-0.0355824832032672	-0.0614572245417608	-0.0533293792538512	-0.0450926386674232	-0.120592314637527	-0.0778074706750227	-0.0697454804263226	-0.0832866716839647	-0.0455498573302973	-0.0833321828152377	-0.0670109876259505	-0.0500300969557878
UQCRQ	0.105453995381679	0.185766413413211	0.216083192060439	0.114422776830119	0.0971534424858145	0.049056060631553	0.0244989723919777	0.184080898666349	0.293162607897031	0.220699372895296	0.0603776737190188	0.111238591562751	0.136505715162813	0.109363010989442	-0.00243204556989064	0.00852972364859694	0.160107661675731	0.0841666085978979	0.21993152642967	0.130964207449632	0.0689034295610299	1	0.129814335725366	0.246694753929661	0.26956234100038	0.276236819862948	0.0689332909481258	0.282898915082837	0.119705839559827	0.21002157541771	0.14782404894854	-0.0580181419590132	0.180247615449179	0.0600046620475412	0.193512613708477	0.19081117073938	0.141497215523359	0.119285765941945	0.229099015625493	0.085529346072864	0.120843293943888	0.152360544617029	0.0930419604543619	0.185889276153092	0.161112435808017	0.189712260098547	0.19523285751201	0.1193414580382	0.0974862011061098	0.123316024216692	0.167038940151338	0.0839414317503779	0.141459773906709	-0.00441617569691611	0.133043198662115	0.120237560320291	0.106764913024006	0.0405701483504578	0.147768834566733	0.0129454224737831	0.275094525515463	0.0977696697074978	0.204582817956727	0.0811252213208039	0.184701892017277	0.177293179899567	0.0979818030821804	0.0835300763234372	0.0554621761687642	0.0588854067211902	0.0301037292053782	0.063422967210423	0.124482614614473	0.167759456097078	0.132788970897486	-0.0176504683888405	0.266087824098429	0.212659611953802	0.00429598424055633	0.220230067188289	0.185465860075211	0.0656715473456247	-0.348924383699101	-0.371473745449971	-0.384493797841845	-0.363508712667347	-0.0457101562533163	-0.272715121288014	-0.373709002304653	-0.320526172760199	-0.272960144356119	-0.360431222914521	-0.343538366520307	-0.0110889147915875	-0.336252594390665
NDUFA2	0.0695467656810345	0.132107057696902	0.107680619706951	0.0646520940818381	0.0590778289044966	0.0310364037953411	0.0463169967089473	0.0789128337262517	0.129174414690314	0.119101870323044	0.0316098518070157	0.0702591513112705	0.0662081527363018	0.055911057846191	0.0489679856556808	0.013726873664075	0.0956362085283764	0.0428345934952368	0.127546153813875	0.0784671274845893	0.0595821187778214	0.129814335725366	1	0.0985515957308315	0.10610555813696	0.142611682246248	0.0605235006029608	0.143792636940272	0.0509852378574872	0.108917247670126	0.0784237588067867	0.028855052492323	0.108134183171819	0.014891280256843	0.106495978858751	0.0689767727662582	0.0884332763192211	0.0765853203745506	0.118961266779732	0.0666086554197464	0.0676744427799084	0.0727618920155242	0.0739479043768478	0.117772895786574	0.0738861929738559	0.0927477433422684	0.126580797977536	0.0626354589517079	0.0644422628688523	0.0710607576960382	0.0903546028111847	0.0165433888144057	0.0618959911625191	0.00265385063924331	0.0673198414685158	0.0717199985186437	0.0765210648230186	0.0146189403774809	0.0776119284807775	0.0360158704464539	0.111180908622194	0.078945219588679	0.101301536391994	0.0454750009432312	0.121048337965992	0.102463854296983	0.0641860140999809	0.0740875239268109	0.0561348528928911	0.0273254669980486	0.0406275249961596	0.0448476114778284	0.0756320446501897	0.0804795156446486	0.0813407626663933	-0.010132621198134	0.140797622509698	0.0984138301414376	0.00282465292062783	0.106693030882115	0.113006155309836	0.0617777030775613	-0.17404078464708	-0.17803837945215	-0.190058983025074	-0.17035044286633	-0.0271255988044456	-0.143312594575406	-0.193322035557034	-0.146038966616963	-0.137450419706804	-0.166342582616799	-0.168453708549684	-0.0203787086009527	-0.147204324463667
COX7A2	0.129435686021522	0.223355465305349	0.250824269030164	0.10569030945159	0.130359525561996	0.0555859505298808	0.0122073056527229	0.223735952853749	0.411874087711523	0.288250125262908	0.0531134789544568	0.125472518942482	0.174088105895546	0.136200834637122	-0.0285869867110251	-0.00350117343068929	0.171424279746178	0.108052790532634	0.230878932466474	0.14985609176503	0.044025212610004	0.246694753929661	0.0985515957308315	1	0.385739329672181	0.333060091291209	0.0782644304288225	0.351888485063964	0.146679498074281	0.271055360060309	0.200663056600948	-0.149029577068377	0.176049155884762	0.0781351371995803	0.264972725707746	0.243277963472599	0.178989180624877	0.121663501400137	0.288766656240222	0.118029521361697	0.108200010558368	0.171028897833136	0.109594663059322	0.204254783603899	0.231878562160597	0.241262133452181	0.20305274389612	0.157465368562302	0.0610539317946447	0.139386321705312	0.227415225678917	0.122611795373397	0.161416646853996	0.00947609741344485	0.150876538250198	0.112654098605198	0.1080776466026	0.0694362664605048	0.141330003510531	-0.0414917414330733	0.363874573481448	0.0905749233240705	0.282196488834781	0.0736583491756265	0.187706309684057	0.219525931001559	0.115617659370457	0.0551698328507103	0.0298644138099718	0.0674807749655317	-0.0322853460014844	0.0611870113495298	0.123326259021915	0.18772470523386	0.172627821662341	-0.0224191513888087	0.31824651402245	0.26147929046226	0.0209855788935657	0.279775796419522	0.210227623148706	0.068849191101826	-0.43473196335049	-0.486124501138536	-0.489739355641027	-0.472086538208221	-0.0498714812047142	-0.319238589337717	-0.433491046807981	-0.410871675136362	-0.366937976031056	-0.494861491475809	-0.424558105975372	-0.00119007387166428	-0.452375520283266
NDUFA4	0.112606662426697	0.223543082150017	0.240207840628317	0.049718152329648	0.13269596580424	0.053865797990291	-0.0198206418329552	0.228764549579643	0.429344238220951	0.286921150167666	0.0350533962477508	0.102391742585671	0.157811677868128	0.140125027351723	-0.058895194886423	-0.0108103009655742	0.178222855478178	0.109429742702079	0.243584315524596	0.150293604277748	0.0184353098481059	0.26956234100038	0.10610555813696	0.385739329672181	1	0.35057391488373	0.0570688707814508	0.394024504539282	0.157545437081426	0.303578824490154	0.231536291427329	-0.192281114650423	0.193185110787311	0.0474523638705997	0.274419317122705	0.259701050006566	0.17141677233057	0.103960808571856	0.293547963952603	0.0896677739010732	0.118602360462902	0.184478147292939	0.112324896718277	0.17409758247126	0.224731623613301	0.251273040939464	0.199530577255556	0.182678001973461	0.0618817598043187	0.129642512192001	0.2252945842251	0.15003798833688	0.136176426815136	0.00903556713043991	0.123085194871667	0.0897839343715398	0.087891665461158	0.0387613707600595	0.13191833855357	-0.0637397326414355	0.376813752075475	0.0705841360137571	0.279193039953459	0.069661259781047	0.169661036074987	0.238368976110052	0.110033517851597	0.0291806488430978	0.00756977023917347	0.0485421520114484	-0.0472433058948707	0.0653814494361997	0.134976412128985	0.190152596095796	0.180959060308552	-0.0204150086248887	0.3130486992889	0.269404134118519	-0.00270981296026612	0.274496970714794	0.200158979998667	0.0716087851949035	-0.460358606553658	-0.518241118190577	-0.516146767452649	-0.489621451178552	-0.0449466999278401	-0.288903783270526	-0.434214563260899	-0.402428442256118	-0.371067764410887	-0.5354613916833	-0.43990917831956	0.0222863401260446	-0.467255922451284
