SDHB	ATP5IF1	NDUFS5	UQCRH	NDUFS2	SDHC	COX7A2L	COX5B	ATP5MC3	NDUFB3	NDUFA10	UQCRC1	NDUFB4	NDUFB5	ATP5ME	COX7B2	NDUFC1	SDHA	NDUFS6	NDUFS4	COX7C	UQCRQ	NDUFA2	COX7A2	NDUFA4	ATP5MF	NDUFA5	NDUFB2	NDUFB11	COX7B	NDUFA1	UQCRB	COX6C	NDUFB9	CYC1	NDUFB6	NDUFA8	NDUFS3	COX8A	NDUFV1	NDUFS8	NDUFC2	SDHD	ATP5MG	ATP5F1C	NDUFB8	ATP5MD	NDUFA9	ATP5MC2	ATP5F1B	NDUFA12	COX6A1	NDUFB1	COX8C	ATP5MPL	COX5A	NDUFB10	UQCRC2	NDUFAB1	COX4I1	ATP5MC1	ATP5PD	NDUFV2	ATP5F1A	ATP5F1E	ATP5F1D	NDUFS7	UQCR11	NDUFA11	NDUFA7	NDUFB7	NDUFA13	UQCRFS1	COX6B1	NDUFA3	COX6B2	UQCR10	NDUFA6	ATP5MGL	ATP5PF	ATP5PO	NDUFV3	MT.ND1	MT.ND2	MT.CO1	MT.CO2	MT.ATP8	MT.ATP6	MT.CO3	MT.ND3	MT.ND4L	MT.ND4	MT.ND5	MT.ND6	MT.CYB
ATP5MF	0.127615928584424	0.229565374587013	0.257841948188398	0.0972779361546677	0.139796410666417	0.062378079003414	0.0238367995242568	0.222493993930554	0.391119225454039	0.283857776343856	0.0626006586649435	0.110343709841	0.177359107932383	0.144613127861388	-0.0196990084282939	-0.00362397671373875	0.170888122629386	0.105424335091575	0.248060340618519	0.141046582509416	0.0116355487392682	0.276236819862948	0.142611682246248	0.333060091291209	0.35057391488373	1	0.068303217489086	0.366689465170848	0.162635073452995	0.288536650016066	0.203013944976846	-0.134919923178046	0.188588372319315	0.0729616525451515	0.256474676125536	0.244541272486366	0.178628692498238	0.114443314834062	0.289792614844491	0.107298090984787	0.116841575027259	0.166680594588095	0.135836430278623	0.199267163642676	0.21897765445314	0.232297008008985	0.205462650436394	0.183132891632812	0.0720399637666158	0.135947721914518	0.234948793366772	0.102477463917113	0.159918370490997	-0.0186384551531787	0.137180894990284	0.135448243971439	0.0999544817956955	0.0439079201680463	0.156870831166414	-0.0339662816428416	0.350729870049388	0.0957616531251977	0.276877293150027	0.088881647427018	0.216326796637792	0.219749159700505	0.128240132373796	0.0488454082362141	0.0319738335885809	0.0532340927671947	-0.0238491772123272	0.0625403303001509	0.137680494618084	0.200611070114606	0.20191471445636	-0.0122219007027445	0.33000382602119	0.264144010980188	0.0225583358836415	0.25502724487091	0.209873437881333	0.0996374616110189	-0.449463372689747	-0.488716209718429	-0.490895910297452	-0.465205557280668	-0.0308076443146441	-0.311525070589075	-0.448032086427304	-0.402186793338028	-0.355358198305731	-0.48471942803886	-0.417855867485039	0.0154952462813619	-0.44297701654194
NDUFA5	0.0629512852429054	0.0737125421396656	0.0728680741253514	0.0577830698571068	0.0462084874428387	0.0391922214811625	0.0353487423109371	0.0592924754541999	0.0716643193900351	0.0998355071775438	0.018330955445287	0.0449527949875154	0.0562562304281332	0.0610982819487769	0.00644134028691322	0.00421186091816845	0.0744412163476555	0.0398171049023004	0.0733269081056501	0.0579216745316176	0.0232933096803651	0.0689332909481258	0.0605235006029608	0.0782644304288225	0.0570688707814508	0.068303217489086	1	0.0958828922747743	0.0448182233815628	0.0768850879271855	0.0595608036945485	0.0244552200242769	0.0457131407876272	0.00436500993943997	0.063355754362909	0.0507565638150964	0.0463052298960336	0.0541955951240254	0.0683253720673953	0.0383046539169419	0.0630055512716332	0.0448478704994641	0.0487509882718877	0.0661565724733254	0.0573892710200448	0.0712091853332037	0.0807172674392239	0.0396181592814308	0.0354984862086082	0.0533482833766497	0.0592515942429009	0.00477683448272509	0.0551296734417408	0.00587596282413953	0.0473708999939597	0.0351139836873155	0.0557635525483073	0.0398608824433482	0.0676184430842569	0.0104811149265405	0.0753953645141074	0.0547201886311702	0.0960568478543993	0.0324705624613938	0.0647250709620025	0.0414071218141288	0.0461185471018975	0.0476197837301994	0.0239955897004809	0.0181325377183241	0.00650807176576933	0.0365713032622571	0.0596105819960505	0.0507978193570943	0.0581426909895317	-0.00539646316157087	0.0846879617178501	0.0781945939804587	-0.00418583602541852	0.0870906384492002	0.0483649681122933	0.0483151821981074	-0.135724344048532	-0.124984372442212	-0.132354172268229	-0.128482968580477	0.00667551621410915	-0.11390552968673	-0.144613971942295	-0.118319814349013	-0.0993600913613745	-0.112456021552563	-0.125368127470071	-0.00299415458680775	-0.109491124789641
NDUFB2	0.144019424609797	0.249003736953491	0.281753103817614	0.091296532256002	0.125004941796258	0.0602097783746697	0.0103431864751376	0.242807696406263	0.431903068764026	0.304161474742577	0.0475736681715107	0.130028604303862	0.16614673489391	0.125610443085812	-0.0211109923624459	0.000529187728301414	0.20368585120977	0.0893816140879343	0.262502697068225	0.151571489510541	0.0479077775603844	0.282898915082837	0.143792636940272	0.351888485063964	0.394024504539282	0.366689465170848	0.0958828922747743	1	0.159556116970802	0.287944962280608	0.227795354375141	-0.142310922537052	0.209840742333795	0.0538552869998314	0.265914312662776	0.25163531551763	0.1929972703831	0.115332968723387	0.30003589827949	0.117600426679597	0.116936604037135	0.182859299879235	0.130626024514088	0.221526250351076	0.23065612789768	0.263652616089092	0.229349264570794	0.17409322162228	0.0807880190560744	0.152093429993209	0.238445937534588	0.10404959825747	0.17858315085687	-0.00732594624805612	0.153412974650046	0.130157725533872	0.125499251580452	0.0601864317415665	0.176583576497917	-0.0377688691877844	0.366348221175704	0.100018095037668	0.281042033056142	0.0879899478650411	0.235529506680964	0.252492737978965	0.126312624349716	0.0583272120026992	0.0460289260414527	0.058369840839572	0.000795936527938196	0.0752809811835236	0.132478158472936	0.197088054973265	0.188104117291189	-0.0141667546212353	0.344886212886454	0.265101790958399	0.0119612320278001	0.286297825839263	0.218988413517748	0.0813453963812704	-0.473969053724342	-0.521064681127822	-0.530023938619204	-0.495982927202138	-0.06057183120217	-0.343807555362417	-0.477278417091878	-0.425764741699317	-0.395388504385013	-0.521845047511283	-0.467347207221826	-0.0176603941082477	-0.469638578822162
NDUFB11	0.0636380536757865	0.114783822937861	0.145940458146018	0.0782536786474795	0.0663705340792441	0.0304083674505845	0.0140447053455651	0.1043644998699	0.172130253902618	0.136376595511434	0.0258121548712329	0.0645071152108557	0.093981628827532	0.0912703881204868	0.0134856901242969	-0.0070587917690832	0.0867120334356155	0.0468359264083543	0.113105234793597	0.0816308170828638	0.0509110928463472	0.119705839559827	0.0509852378574872	0.146679498074281	0.157545437081426	0.162635073452995	0.0448182233815628	0.159556116970802	1	0.142533346783281	0.0979126125282758	-0.0331555525464364	0.0823750094819406	0.038838800039751	0.130883903012561	0.116355950278203	0.0829288395651905	0.0563958689680868	0.144157791158764	0.066581498176516	0.0664918019080978	0.0861420076827307	0.0606528279357639	0.0891048526666509	0.0922522045937393	0.111145128993484	0.0977433860238732	0.0916892562775847	0.0503418440261962	0.0640283290956219	0.0942396216352312	0.032146854152977	0.0810651344739932	0.0160935026462772	0.0796430289576838	0.0854156112247344	0.0622520608337063	0.0394513554645122	0.0809983277788061	0.0308858476302826	0.159562656010007	0.0654167943577428	0.132117151743543	0.0596005242678568	0.0812904687772777	0.125154821475634	0.0722694637236532	0.0275938400504284	0.0416967349648134	0.0128223009631237	-0.00227825417618289	0.0451979191522657	0.0785954346571644	0.10624326438328	0.0832640488343696	-0.0228079292673344	0.146792549350425	0.124912025991703	-0.00389264282636642	0.117425324812055	0.0978766327838824	0.0320598225834864	-0.185357534758898	-0.207871952483431	-0.217552178733344	-0.198800827884615	-0.00975720137339917	-0.139458680205634	-0.188569846982824	-0.171617558121226	-0.165890890802783	-0.210121163748082	-0.194922476347804	0.0132111710410796	-0.186098005275591
COX7B	0.106940336532216	0.211388956414568	0.212501271169923	0.107592132164946	0.0992260658409952	0.0309673742197471	0.0271035225080446	0.19491359209744	0.319222837407314	0.24299798501617	0.0611699689976535	0.0971030057982891	0.143723570055724	0.129477199069422	0.0113302491333454	-0.000179659525558595	0.171388244711806	0.0860078855397393	0.21395403319939	0.114164197807117	0.0755776222576538	0.21002157541771	0.108917247670126	0.271055360060309	0.303578824490154	0.288536650016066	0.0768850879271855	0.287944962280608	0.142533346783281	1	0.176814313010504	-0.0699031682663361	0.178363214261933	0.0603377280421734	0.198031313606789	0.192688537826276	0.157196607942987	0.11704679489835	0.233632645284518	0.0882980014415481	0.116886468709119	0.145943429768108	0.10049017411214	0.168179938613172	0.187277185224339	0.184359021407229	0.188819666108577	0.122767115657248	0.0900738950870117	0.11639688818708	0.187646097146819	0.0738694151034511	0.148986403365365	-0.00442386627963396	0.147612753432812	0.118025205365137	0.0991440817237711	0.0630835384886292	0.121925368839608	-0.0146649646872713	0.287017917794496	0.104459950133086	0.227686351935657	0.0914908176098962	0.181259579009148	0.190433443375041	0.117397220641083	0.0671390783794042	0.0573869546767826	0.058793022267004	0.00917201040778703	0.0639056081821983	0.124296080128417	0.171956778924569	0.146173083938377	-0.0114798240089774	0.263848141226426	0.228882853806589	0.00709738351183615	0.224208524810178	0.177810174556758	0.0564996681652273	-0.362032066282018	-0.391562618020525	-0.394254842568008	-0.379537521561485	-0.0296187576617774	-0.284417436690472	-0.370997968873859	-0.328743041028848	-0.297013312881066	-0.384595221504973	-0.350199421099633	-0.0289387065357862	-0.360809056440996
NDUFA1	0.0675974862771245	0.150440850785881	0.158491924982166	0.0489073497738814	0.0869995126689389	0.0375331104324087	-0.00131622171382103	0.122948220489816	0.22519809591849	0.163151744784426	0.0341403559291409	0.0907420371355197	0.0958987735953628	0.0775531964686986	0.00179843605700373	-0.00920956722773492	0.117418783694613	0.0725206849825289	0.15206550854887	0.102363644355877	0.0435042796734062	0.14782404894854	0.0784237588067867	0.200663056600948	0.231536291427329	0.203013944976846	0.0595608036945485	0.227795354375141	0.0979126125282758	0.176814313010504	1	-0.0561277117736069	0.12570283326831	0.0244175724799776	0.139138478265741	0.147685453905166	0.118733336866496	0.0787806054829327	0.175982976639341	0.0692039137244882	0.080019513180684	0.107495167481654	0.0627737807957571	0.128262284603325	0.117449397141903	0.158853841334989	0.10461194991304	0.0823431043275295	0.0573246818419002	0.0895138257779146	0.123001284238963	0.0623096791591186	0.0913286438492787	-0.00112933160228329	0.0757951353405309	0.0699722530098308	0.0787487811606302	0.0357827799480806	0.0964690617078583	0.0203513644246756	0.203407680952331	0.0662241105442261	0.147650320694147	0.0551275539824224	0.116453131486637	0.150904138134732	0.102838658753242	0.0271155595126421	0.0303107856853767	0.0373967841426142	0.00747617527101348	0.0497034418006402	0.0707714715059483	0.108230346534619	0.0989619827852219	-0.0117629566299123	0.186058879021213	0.146966348071119	-0.0112444792624358	0.158787658147277	0.134053157544439	0.0379622469478087	-0.237997448749158	-0.269304434262184	-0.272123620869635	-0.244340457802359	-4.48422276271121e-06	-0.140643014931031	-0.222930891743235	-0.197211800363061	-0.205927354068918	-0.271588955676752	-0.247247447826273	0.0209953356762126	-0.229623610186641
UQCRB	-0.00471833079364772	-0.0418348572084412	-0.0127236095212269	0.115306752326039	-0.0512309571523432	-0.00630724792676491	0.11054205812454	-0.0631582014576565	-0.169939725293938	-0.0936545416063415	0.0300080352656474	0.00236920483453636	0.0181554691840506	-0.0190288344876409	0.132491352524445	0.00226113613065359	0.00439685964065874	-0.0285789222536507	-0.042103337762759	-0.0150105150070394	0.14986595359996	-0.0580181419590132	0.028855052492323	-0.149029577068377	-0.192281114650423	-0.134919923178046	0.0244552200242769	-0.142310922537052	-0.0331555525464364	-0.0699031682663361	-0.0561277117736069	1	-0.0107384385300539	-0.0206274329856885	-0.109411491616113	-0.120807819695701	-0.037982545544643	-0.0101099947423756	-0.0933507295538147	0.0125158172733586	-0.00514742148342665	-0.0446985263921862	-0.00816761830779063	0.0412488498827368	-0.0434503540918117	-0.0894985273574369	-0.000897753822841325	-0.0713900534572334	0.0713572054936142	-0.0167355716584039	-0.066348583576426	-0.111304673466625	-0.00775899252624653	0.00410981068412118	0.011868268609874	0.0236212472725503	0.0567301546372411	0.0252481957871446	0.0144471247038454	0.133344413291157	-0.133102394159702	0.0699361934228323	-0.106148084973429	0.0243960300370965	0.0796987933280617	-0.0302539190378902	-0.0253011722949449	0.086287702627549	0.0553433204396704	0.0119967136241525	0.114112391300755	0.0175914304820573	0.0327345284833583	0.00491273828954624	-0.0424866376579046	0.00624023300000719	-0.0891821004931529	-0.0864744293772497	0.0152686372350204	-0.0457116843694881	-0.0167911576070992	-0.0200623582572735	0.105134229568471	0.175671552169325	0.15532850679913	0.152344821192291	-0.0223210775456245	-0.008576681196287	0.0815405954664132	0.102069365579365	0.088458005922403	0.192664251151378	0.101366460774737	-0.0749516395337221	0.153089808230853
COX6C	0.103782289126504	0.127984333630821	0.160816670641979	0.0744114842223714	0.0611174814727076	0.0353557928702329	0.0317582108638911	0.13089385291164	0.191072039115178	0.153008353533246	0.0238630370329988	0.0672474878490045	0.094118646512606	0.0544608278069501	0.0249529840957812	0.00237075583405201	0.136434522718853	0.0189933119245063	0.15117661922357	0.0815518780309528	0.0527112215920965	0.180247615449179	0.108134183171819	0.176049155884762	0.193185110787311	0.188588372319315	0.0457131407876272	0.209840742333795	0.0823750094819406	0.178363214261933	0.12570283326831	-0.0107384385300539	1	0.0307263037908508	0.134554397808008	0.135416862471322	0.112673828618748	0.072029432936577	0.156942811744204	0.0484356785516992	0.0944599555804551	0.0942148027868044	0.0741797862826012	0.157184641801393	0.112796454039811	0.158977163675088	0.156031968246484	0.0913037824402704	0.0549681153204143	0.103101546908399	0.12556354909595	0.062048890634806	0.097996748559986	0.00704647180773646	0.0887474601176545	0.0906800457930559	0.0945607249803202	0.0380489494825104	0.0998201452557563	0.0241271769082446	0.185811859650592	0.091138064008659	0.147883867401869	0.0494551333795208	0.158423673229841	0.101905586552342	0.0764123409214526	0.0737389309679725	0.0270003999969311	0.0284057956834571	0.0326234104154497	0.0398512905852771	0.0779874649567107	0.110204166790422	0.104212624915879	-0.00764010948597061	0.179977679765891	0.13252427693548	0.00889889068543009	0.159043502093899	0.123872325265388	0.0603267028188116	-0.276373380293056	-0.283942294120848	-0.284500456734464	-0.253866919958413	-0.0517068593882173	-0.200869280712578	-0.278628796188721	-0.2236245967253	-0.197448608455237	-0.253251979673616	-0.252206138178378	-0.0422964354518979	-0.229876116761833
NDUFB9	0.0314719392971076	0.045322852014542	0.0435479327036185	0.0366881088597682	0.035943600027968	0.0148018114812315	0.0166453882403751	0.063340076961502	0.0727493574715562	0.058811170054233	0.0252224700358175	0.0422591440228286	0.0331072644677494	0.0189875572648479	0.00146148998929082	-0.000866665284353095	0.0345504838249928	0.0224839821012392	0.0458638937735787	0.0308623249249634	0.0205063172872807	0.0600046620475412	0.014891280256843	0.0781351371995803	0.0474523638705997	0.0729616525451515	0.00436500993943997	0.0538552869998314	0.038838800039751	0.0603377280421734	0.0244175724799776	-0.0206274329856885	0.0307263037908508	1	0.0528923696353992	0.0577476392476364	0.0412131073760401	0.0314489943850953	0.0554073419292346	0.0307374151218171	0.0401517787353274	0.0400535519156082	0.0343811864292238	0.0403052914259444	0.0522798225450515	0.0513845613576206	0.0573328659205378	0.0309602721552175	0.0230517213442514	0.0623685272538756	0.0381692347171535	0.0485495047500601	0.0193701322311048	-0.00881496660119716	0.0187390463687838	0.0320210488896168	0.0226178239499734	0.025227092130886	0.0278335492589942	0.0225208306210748	0.0842888778026164	0.0120392523806745	0.0628298564095944	0.0334096901096567	0.00515715266109161	0.0173424065485752	0.0341607346970024	0.0163547217015447	0.039745119766697	0.0187002657302513	0.000805940752669058	0.0313948584901875	0.0367228495090548	0.0582371566378502	0.0446782120033612	-0.0229225344046411	0.0517297704575566	0.0716592264117607	0.000646195766262083	0.036771296143399	0.054420635924291	0.0168144759560245	-0.0519867851517671	-0.0422908046268007	-0.0540475276503964	-0.0458842311944787	0.0274340157984304	-0.0354637688588176	-0.063200970798433	-0.046152259961358	-0.0239326820852379	-0.0370688946902221	-0.0154384703498568	0.0296192343454209	-0.0385253797952081
CYC1	0.0999519706870576	0.191898503500952	0.163237798920001	0.0633429152781412	0.134614450776252	0.0317494586609643	0.00830683763906735	0.136857555900842	0.28091729960752	0.209572372836966	0.0389077901015074	0.100656926597605	0.119320144851199	0.112765834274149	-0.0361941945125596	-0.010029748932165	0.11146894415209	0.0719125426416788	0.184424850996858	0.131089589943701	0.00973815151041707	0.193512613708477	0.106495978858751	0.264972725707746	0.274419317122705	0.256474676125536	0.063355754362909	0.265914312662776	0.130883903012561	0.198031313606789	0.139138478265741	-0.109411491616113	0.134554397808008	0.0528923696353992	1	0.16681040542548	0.122129873790771	0.103803994545596	0.214195472597405	0.0828286596751122	0.100732476772391	0.125093962242973	0.107874670929172	0.139561910602604	0.175641221156359	0.190283655763777	0.155364438542666	0.154231330721075	0.0521992240038572	0.106824972496206	0.177579766570779	0.0945208838149721	0.113362484915345	0.0176520529923493	0.083492109996325	0.0845369097370056	0.0949358510487231	0.0452805771397509	0.116239731017498	-0.0242737511191149	0.271196393623537	0.0767461725330419	0.221187820387039	0.0777702682837697	0.10863668319931	0.154675414271503	0.103914463492014	0.0467330944145009	0.0285115812476355	0.0422075217702367	-0.0234288997428645	0.0646154202794717	0.114200945359371	0.131061314343383	0.143654515395528	-0.0115565454241202	0.232191053839037	0.200438502507238	0.00495069522410166	0.199245503359448	0.169477887814768	0.0702273228567824	-0.324108468592252	-0.351784874288946	-0.365262466113307	-0.344497199126801	-0.00413621611165774	-0.205849322572989	-0.326343121388531	-0.279022818648384	-0.243999056700996	-0.361442416595554	-0.306482590049511	0.0248433515491642	-0.316049150539331
NDUFB6	0.0933313628776487	0.159293721738666	0.172185556569509	0.0503281488590383	0.0909135287309138	0.0581790139584198	0.0100237895449232	0.16012562539344	0.270970399714867	0.222662042189318	0.0469839522426152	0.0812941546875047	0.11408803334371	0.115130027697718	-0.0225463088646354	-0.0103616283554991	0.138739675318552	0.0881370910761399	0.174553791103167	0.10442905851348	0.00653671489530574	0.19081117073938	0.0689767727662582	0.243277963472599	0.259701050006566	0.244541272486366	0.0507565638150964	0.25163531551763	0.116355950278203	0.192688537826276	0.147685453905166	-0.120807819695701	0.135416862471322	0.0577476392476364	0.16681040542548	1	0.128659403528833	0.0774856961052147	0.194077591338575	0.0760712537883834	0.0853073746971669	0.136940717914042	0.10137106440777	0.139020020680993	0.140521035084068	0.164538753853244	0.140108219044738	0.131038282936563	0.0496141413240146	0.081219402968604	0.177736298715502	0.0964592232109152	0.11896809265747	-0.00506706169395745	0.0880118461327659	0.0882499964246894	0.066537947006147	0.0424088855602412	0.109621191968582	-0.0276473989330399	0.252561085779179	0.0728165340105815	0.195929494000541	0.0545923661970274	0.120869780318176	0.14373794766367	0.08930802057831	0.0398672695613227	0.0149710756078611	0.0472499414693687	-0.013206723973492	0.0480308591449302	0.100613370479111	0.118629447597691	0.136352994680472	-0.0162696085614258	0.230503836189554	0.207411997463318	0.0127217775277767	0.192557590579525	0.156892926216724	0.0629133551487772	-0.311040553737115	-0.345679488847288	-0.352982623999628	-0.336868625576564	-0.021734439285013	-0.23044027709177	-0.326412579678942	-0.285107867832648	-0.247105097339074	-0.338139319765481	-0.299333689145492	0.0302109640002446	-0.316028653304732
NDUFA8	0.0890590900310317	0.129944056436017	0.154955529097209	0.0763803584188732	0.0788627432547768	0.0402786944451746	0.0507546997033469	0.12195608292129	0.197543422993454	0.169063611872511	0.0552968046681098	0.0932519302256802	0.109140376619763	0.0827563147686816	0.00696409424530956	0.00988300662971757	0.10756048187774	0.0596481602099731	0.129276625976961	0.0935023905016552	0.0580016815870032	0.141497215523359	0.0884332763192211	0.178989180624877	0.17141677233057	0.178628692498238	0.0463052298960336	0.1929972703831	0.0829288395651905	0.157196607942987	0.118733336866496	-0.037982545544643	0.112673828618748	0.0412131073760401	0.122129873790771	0.128659403528833	1	0.0980903895084084	0.154450630828651	0.0809160633446142	0.10102751730828	0.0791476480663379	0.0867746799809211	0.133918305893159	0.115349184590435	0.13655075449293	0.131359815225197	0.10433601796172	0.0510486782170132	0.0762083536272862	0.123515114942839	0.0661554752771022	0.0972924621374225	0.0111713350455681	0.0769550401475412	0.0863640577980805	0.0750776338924309	0.0474644466194313	0.107631447041808	0.000168872858508128	0.157243505403372	0.0646858135496256	0.154070710446211	0.0768921494703892	0.11757038800272	0.121627311477746	0.0923617504528467	0.0559162933324997	0.0368940225040839	0.0576599570669806	0.0300379539881115	0.0561586666826891	0.0769886437180194	0.104494255656143	0.101242171801175	-0.00298532616465355	0.164061368932431	0.159207733188256	0.0150638860092238	0.145184856182313	0.121775410830086	0.0652909546864082	-0.249620212597823	-0.254147993783867	-0.267337396727673	-0.258859229277072	-0.0337870195932777	-0.206580669916337	-0.257485913131135	-0.226470179122097	-0.202137449583581	-0.252419667349306	-0.226528761535628	-0.00274858950334424	-0.241029284611962
NDUFS3	0.0637558981362808	0.0815549297792376	0.105987207752652	0.0675497950872023	0.0669037673152566	0.017379272909234	0.0486768908457654	0.0866158551576676	0.13334325186297	0.110744077196756	0.0275934106018743	0.0683931313624595	0.0666940738473157	0.0643359395212369	0.0232100600555694	-0.00839192401599826	0.0698445923697424	0.0629841507103943	0.0875436561595984	0.0816236147060704	0.0270121588155125	0.119285765941945	0.0765853203745506	0.121663501400137	0.103960808571856	0.114443314834062	0.0541955951240254	0.115332968723387	0.0563958689680868	0.11704679489835	0.0787806054829327	-0.0101099947423756	0.072029432936577	0.0314489943850953	0.103803994545596	0.0774856961052147	0.0980903895084084	1	0.0985524675237217	0.0629277416471749	0.0704482989413118	0.0679348559367235	0.0785382975990492	0.103938344287665	0.0972680388642587	0.0977834594219165	0.0992370953355217	0.0646532240737446	0.0460703977678755	0.0523780055842387	0.0957101826712921	0.0311978327116756	0.0740282317204106	0.005343604366376	0.0634052217321511	0.087999529387205	0.058355882187075	0.044271100218463	0.0595528001131759	0.0136399961919972	0.133374602197869	0.0611969460408411	0.0983299327220473	0.0465900233337011	0.0651356341027649	0.0765690225881449	0.0657825475112672	0.0412181567118692	0.0494203974946489	0.0322709684311321	0.0378179557592679	0.0570403749153942	0.0659320645681191	0.0835082233911001	0.0772027417858727	-0.00890916971837587	0.115246363731077	0.112123047664307	-0.00973164452948013	0.121915362954048	0.0999967477644471	0.0642870091335665	-0.161412122563807	-0.160481499680611	-0.171635467460103	-0.158182275092807	-0.0170788549897774	-0.130204672557872	-0.170810855281855	-0.147656984582038	-0.122996848811034	-0.158979475858253	-0.155891434922109	0.000363953023407895	-0.142492418603171
COX8A	0.116660661125283	0.207601912349819	0.208373724466644	0.094704937017564	0.115148838982457	0.0366303761251452	0.0275697589232362	0.1776670885282	0.325686708490903	0.244202988440307	0.0582714819141481	0.107686469638857	0.147262012399343	0.117140026582685	-0.0114089298021326	0.00469450052291427	0.155752284829866	0.0688242603777777	0.20705063184862	0.130058302472491	0.0545927845723507	0.229099015625493	0.118961266779732	0.288766656240222	0.293547963952603	0.289792614844491	0.0683253720673953	0.30003589827949	0.144157791158764	0.233632645284518	0.175982976639341	-0.0933507295538147	0.156942811744204	0.0554073419292346	0.214195472597405	0.194077591338575	0.154450630828651	0.0985524675237217	1	0.0825161514371641	0.118056080554644	0.133933122344969	0.101062882061766	0.190903338930296	0.193802314520749	0.194544829847506	0.17378080802813	0.135380086830419	0.0808702397747971	0.127259005750712	0.177892797213292	0.0609560766869061	0.140583122640398	-0.00268805034469248	0.129383569090748	0.105304594823764	0.105555873847295	0.0423846168580043	0.135025294759096	0.00427511646087276	0.281505276462614	0.0703708629650215	0.222949232645065	0.0900682463888615	0.170101826340938	0.196585983216476	0.106076235265334	0.0742102603605068	0.0490559003400583	0.0477213632516674	-0.00581513902304023	0.0629425185878779	0.102303418708797	0.174816380515836	0.143336589720771	-0.00350753239879925	0.285332979916747	0.233597086134774	0.0138581956527598	0.22874200678966	0.193979153057231	0.0697966939032442	-0.370379198626618	-0.395434991640479	-0.415053978662832	-0.396645641667573	-0.0447821515163875	-0.261003843915978	-0.382581791000026	-0.337865693203788	-0.300412507461539	-0.403602885690358	-0.367349022039221	-0.0135743619967547	-0.373562716581276
NDUFV1	0.0654349269859547	0.113583865400532	0.100190699279189	0.0526895633317253	0.0707553254730737	0.0323330259642614	0.0465192491835609	0.0808501700430279	0.112696670745733	0.0893875206599088	0.0493529924112633	0.0704944071323469	0.0766216231896169	0.0485697714929214	0.0308320535948656	0.00336273335498779	0.0770723005327984	0.048511283926179	0.0682229104111532	0.0617038343478086	0.0488896865366245	0.085529346072864	0.0666086554197464	0.118029521361697	0.0896677739010732	0.107298090984787	0.0383046539169419	0.117600426679597	0.066581498176516	0.0882980014415481	0.0692039137244882	0.0125158172733586	0.0484356785516992	0.0307374151218171	0.0828286596751122	0.0760712537883834	0.0809160633446142	0.0629277416471749	0.0825161514371641	1	0.0715877199438449	0.0673419078094398	0.0605549557560352	0.0930261075322241	0.080686498459253	0.084448870295543	0.0780522983511901	0.0445391399571604	0.0810004250571335	0.0704280045064685	0.073900525108007	0.0132322182796725	0.0656393037648146	-0.00549090485023245	0.0599327987841993	0.0733933020449322	0.0629229045429463	0.0582865644194068	0.0774810679187822	0.0101448211935686	0.101966864591281	0.0489975471844308	0.0770306649148292	0.0365532971092788	0.0820374261516757	0.0926941146838919	0.0608296787261159	0.0417117031209316	0.0341635840825991	0.0340246602996681	0.0432331524187178	0.0402121503043329	0.0610325710102918	0.0754260330129382	0.0866402455493182	0.0180420103805477	0.106457367665091	0.0917169834034917	0.00426186954554914	0.0812165869694809	0.0865014702324757	0.0391519953183768	-0.129104641526164	-0.114829668980664	-0.134298848659957	-0.125376048490473	0.000381884358848778	-0.107497642993276	-0.142768249821583	-0.112244212234422	-0.103724815809832	-0.114611522573769	-0.130538906003368	0.00816320088708728	-0.118905432074657
NDUFS8	0.0762334605953766	0.0916502809782385	0.10426451810094	0.0517369138141743	0.0720636149881914	0.0402755995693991	0.0313012241341302	0.0763636916450569	0.125928799952497	0.108824054889585	0.0337321779089576	0.0540614700344257	0.0635938478660849	0.0692171608472399	0.00369087082616387	-0.0101865877061113	0.116151160857026	0.0533913837009119	0.126790641750782	0.0758969414510491	0.0254559007987454	0.120843293943888	0.0676744427799084	0.108200010558368	0.118602360462902	0.116841575027259	0.0630055512716332	0.116936604037135	0.0664918019080978	0.116886468709119	0.080019513180684	-0.00514742148342665	0.0944599555804551	0.0401517787353274	0.100732476772391	0.0853073746971669	0.10102751730828	0.0704482989413118	0.118056080554644	0.0715877199438449	1	0.067280687817643	0.0535375853080433	0.0956758003094837	0.0827722140853205	0.0972359143952023	0.0993180076237701	0.0751272766665886	0.0423431538339269	0.0609300548733704	0.0960528551034337	0.0340432922828087	0.0669566988891488	0.00749398146037817	0.0565856481409919	0.0716592846700644	0.0651801139258656	0.0453279952860402	0.0919137145851132	0.0121094065204046	0.124074777771653	0.0511557397166332	0.115453558199263	0.0187732841652874	0.0938179426043464	0.0841503648394061	0.0726132572253442	0.0544407838530984	0.0390714130547326	0.0202545950455766	0.0415415604182203	0.0642923075729547	0.0814124315557382	0.0676108694779761	0.074176332403751	0.000956844547770527	0.118899802852838	0.0955856873524495	0.00708543213273376	0.0941479854584493	0.0986847401867701	0.0403364546297187	-0.188181809789376	-0.186310723652229	-0.193553801800026	-0.186175278123747	-0.013897385422071	-0.151057502817065	-0.207993667005632	-0.164697667061657	-0.133341537962705	-0.171282715368378	-0.160769564481598	0.00262103035895452	-0.167229764500177
